Serial Number,NZDT,Heading
004-0007-00034,16/10/20 16:09:39,372.7597772
004-0007-00034,16/10/20 16:09:38,377.2823568
004-0007-00034,16/10/20 16:09:36,375.6179849
004-0007-00034,16/10/20 16:09:35,371.0025974
004-0007-00034,16/10/20 16:09:34,367.7017287
004-0007-00034,16/10/20 16:09:32,365.797347
004-0007-00034,16/10/20 16:09:31,369.5581395
004-0007-00034,16/10/20 16:09:30,24.07506333
004-0007-00034,16/10/20 16:09:29,71.49836518
004-0007-00034,16/10/20 16:09:26,379.0359721
004-0007-00034,16/10/20 16:09:25,377.2512881
004-0007-00034,16/10/20 16:09:24,367.159685
004-0007-00034,16/10/20 16:09:22,369.6822056
004-0007-00034,16/10/20 16:09:21,367.8035114
004-0007-00034,16/10/20 16:09:19,370.2854807
004-0007-00034,16/10/20 16:09:18,373.2730969
004-0007-00034,16/10/20 16:09:17,24.22023296
004-0007-00034,16/10/20 16:09:16,373.9066402
004-0007-00034,16/10/20 16:09:15,368.5953291
004-0007-00034,16/10/20 16:09:13,368.2504673
004-0007-00034,16/10/20 16:09:11,374.3042153
004-0007-00034,16/10/20 16:09:10,370.3588522
004-0007-00034,16/10/20 16:09:09,365.4762051
004-0007-00034,16/10/20 16:09:08,367.070888
004-0007-00034,16/10/20 16:09:06,361.2790578
004-0007-00034,16/10/20 16:09:05,359.9922318
004-0007-00034,16/10/20 16:09:03,376.2270154
004-0007-00034,16/10/20 16:09:02,374.3352775
004-0007-00034,16/10/20 16:09:01,373.1850467
004-0007-00034,16/10/20 16:08:58,371.3214404
004-0007-00034,16/10/20 16:08:57,374.4094743
004-0007-00034,16/10/20 16:08:55,362.1289286
004-0007-00034,16/10/20 16:08:54,368.1030009
004-0007-00034,16/10/20 16:08:53,372.0023062
004-0007-00034,16/10/20 16:08:51,28.56994011
004-0007-00034,16/10/20 16:08:49,378.5721879
004-0007-00034,16/10/20 16:08:46,21.02924085
004-0007-00034,16/10/20 16:08:45,371.2960014
004-0007-00034,16/10/20 16:08:43,367.7379281
004-0007-00034,16/10/20 16:08:42,22.40869402
004-0007-00034,16/10/20 16:08:41,53.04878525
004-0007-00034,16/10/20 16:08:39,36.63571492
004-0007-00034,16/10/20 16:08:38,34.03680274
004-0007-00034,16/10/20 16:08:37,24.31520256
004-0007-00034,16/10/20 16:08:34,21.02150767
004-0007-00034,16/10/20 16:08:33,378.8365996
004-0007-00034,16/10/20 16:08:32,373.6754711
004-0007-00034,16/10/20 16:08:30,367.8780029
004-0007-00034,16/10/20 16:08:29,361.8124037
004-0007-00034,16/10/20 16:08:28,336.6843311
004-0007-00034,16/10/20 16:08:26,303.2780899
004-0007-00034,16/10/20 16:08:25,377.7551339
004-0007-00034,16/10/20 16:08:24,367.8018339
004-0007-00034,16/10/20 16:08:22,371.7073173
004-0007-00034,16/10/20 16:08:21,372.678972
004-0007-00034,16/10/20 16:08:19,375.9208239
004-0007-00034,16/10/20 16:08:17,44.99893397
004-0007-00034,16/10/20 16:08:16,33.05794926
004-0007-00034,16/10/20 16:08:15,26.11100975
004-0007-00034,16/10/20 16:08:12,22.59507558
004-0007-00034,16/10/20 16:08:11,375.091427
004-0007-00034,16/10/20 16:08:10,377.309085
004-0007-00034,16/10/20 16:08:06,375.7203395
004-0007-00034,16/10/20 16:08:05,368.1547373
004-0007-00034,16/10/20 16:08:04,373.2259949
004-0007-00034,16/10/20 16:08:03,378.113542
004-0007-00034,16/10/20 16:08:02,374.0894392
004-0007-00043,16/10/20 15:53:22,349.3217492
004-0007-00043,16/10/20 15:53:20,338.8242692
004-0007-00043,16/10/20 15:53:19,321.5953472
004-0007-00043,16/10/20 15:53:18,315.8039779
004-0007-00043,16/10/20 15:53:16,340.2772303
004-0007-00043,16/10/20 15:53:15,356.515749
004-0007-00043,16/10/20 15:53:14,356.2086957
004-0007-00043,16/10/20 15:53:12,360.1359593
004-0007-00043,16/10/20 15:53:11,363.5762054
004-0007-00043,16/10/20 15:53:09,356.9069126
004-0007-00043,16/10/20 15:53:08,361.0306804
004-0007-00043,16/10/20 15:53:07,366.2947087
004-0007-00043,16/10/20 15:53:06,368.2849656
004-0007-00043,16/10/20 15:53:05,354.1296842
004-0007-00043,16/10/20 15:53:04,354.407692
004-0007-00043,16/10/20 15:53:03,350.8704483
004-0007-00043,16/10/20 15:53:02,330.6292095
004-0007-00043,16/10/20 15:53:01,323.9226688
004-0007-00043,16/10/20 15:53:00,314.0397181
004-0007-00043,16/10/20 15:52:59,313.3202997
004-0007-00043,16/10/20 15:52:58,312.9768795
004-0007-00043,16/10/20 15:52:57,311.9792542
004-0007-00043,16/10/20 15:52:56,316.315308
004-0007-00043,16/10/20 15:52:55,315.5392715
004-0007-00043,16/10/20 15:52:53,319.0435237
004-0007-00043,16/10/20 15:52:52,319.9649341
004-0007-00043,16/10/20 15:52:51,314.4570272
004-0007-00043,16/10/20 15:52:50,315.7851703
004-0007-00043,16/10/20 15:52:49,340.5463806
004-0007-00043,16/10/20 15:52:48,340.4888907
004-0007-00043,16/10/20 15:52:47,340.3354861
004-0007-00043,16/10/20 15:52:46,315.4419068
004-0007-00043,16/10/20 15:52:45,312.8833517
004-0007-00043,16/10/20 15:52:44,310.4760204
004-0007-00043,16/10/20 15:52:43,314.8535492
004-0007-00043,16/10/20 15:52:42,312.3891413
004-0007-00043,16/10/20 15:52:41,307.9624496
004-0007-00043,16/10/20 15:52:39,307.3433695
004-0007-00043,16/10/20 15:52:38,331.9078227
004-0007-00043,16/10/20 15:52:37,347.2971687
004-0007-00043,16/10/20 15:52:35,357.9664098
004-0007-00043,16/10/20 15:52:34,362.8655442
004-0007-00043,16/10/20 15:52:33,350.6187669
004-0007-00043,16/10/20 15:52:31,360.4243053
004-0007-00043,16/10/20 15:52:30,364.5408662
004-0007-00043,16/10/20 15:52:29,365.669688
004-0007-00043,16/10/20 15:52:27,354.0296772
004-0007-00043,16/10/20 15:52:25,365.2780693
004-0007-00043,16/10/20 15:52:24,363.201199
004-0007-00043,16/10/20 15:52:23,356.7525226
004-0007-00043,16/10/20 15:52:22,362.7936065
004-0007-00043,16/10/20 15:52:21,366.147311
004-0007-00043,16/10/20 15:52:20,354.5097022
004-0007-00043,16/10/20 15:52:19,361.7925881
004-0007-00043,16/10/20 15:52:17,354.2065835
004-0007-00043,16/10/20 15:52:16,365.5874585
004-0007-00043,16/10/20 15:52:15,362.2534422
004-0007-00043,16/10/20 15:52:14,366.3176896
004-0007-00043,16/10/20 15:52:13,347.9806967
004-0007-00043,16/10/20 15:52:11,361.6920426
004-0007-00043,16/10/20 15:52:10,359.1596818
004-0007-00043,16/10/20 15:52:09,365.9717752
004-0007-00043,16/10/20 15:52:08,369.8212496
004-0007-00043,16/10/20 15:52:07,369.8598878
004-0007-00043,16/10/20 15:52:06,365.0327943
004-0007-00043,16/10/20 15:52:05,368.7011703
004-0007-00043,16/10/20 15:52:03,366.7178549
004-0007-00043,16/10/20 15:52:02,375.8002389
004-0007-00043,16/10/20 15:52:01,365.5950507
004-0007-00043,16/10/20 15:52:00,352.217089
004-0007-00043,16/10/20 15:51:59,359.3594065
004-0007-00043,16/10/20 15:51:58,361.6595537
004-0007-00043,16/10/20 15:51:57,367.1576844
004-0007-00043,16/10/20 15:51:55,371.9390338
004-0007-00043,16/10/20 15:51:54,371.3870642
004-0007-00043,16/10/20 15:51:53,365.324431
004-0007-00043,16/10/20 15:51:51,364.0675395
004-0007-00043,16/10/20 15:51:49,371.7417047
004-0007-00043,16/10/20 15:51:48,360.9528299
004-0007-00043,16/10/20 15:51:47,363.6557036
004-0007-00043,16/10/20 15:51:46,369.5244633
004-0007-00043,16/10/20 15:51:45,365.3751724
004-0007-00043,16/10/20 15:51:44,354.9713382
004-0007-00043,16/10/20 15:51:43,361.861124
004-0007-00043,16/10/20 15:51:42,366.5780982
004-0007-00043,16/10/20 15:51:41,357.6941116
004-0007-00043,16/10/20 15:51:40,343.8175622
004-0007-00043,16/10/20 15:51:39,355.7201941
004-0007-00043,16/10/20 15:51:38,364.979164
004-0007-00043,16/10/20 15:51:36,372.2988098
004-0007-00043,16/10/20 15:51:34,346.4326906
004-0007-00043,16/10/20 15:51:33,347.7111705
004-0007-00043,16/10/20 15:51:31,348.003093
004-0007-00043,16/10/20 15:51:30,341.2903754
004-0007-00043,16/10/20 15:51:28,341.6901598
004-0007-00043,16/10/20 15:51:27,351.0601423
004-0007-00043,16/10/20 15:51:26,357.542343
004-0007-00043,16/10/20 15:51:25,368.7568621
004-0007-00043,16/10/20 15:51:24,369.0451978
004-0007-00043,16/10/20 15:51:23,376.9678076
004-0007-00043,16/10/20 15:51:22,379.3922196
004-0007-00043,16/10/20 15:51:20,350.9418958
004-0007-00043,16/10/20 15:51:19,353.8428256
004-0007-00043,16/10/20 15:51:18,21.65620649
004-0007-00043,16/10/20 15:51:17,32.94241949
004-0007-00043,16/10/20 15:51:16,32.36334067
004-0007-00043,16/10/20 15:51:15,370.0919814
004-0007-00043,16/10/20 15:51:14,350.4416133
004-0007-00043,16/10/20 15:51:13,362.4672769
004-0007-00043,16/10/20 15:51:12,361.4549154
004-0007-00043,16/10/20 15:51:11,360.6891758
004-0007-00043,16/10/20 15:51:10,354.2561511
004-0007-00043,16/10/20 15:51:09,356.6796954
004-0007-00043,16/10/20 15:51:08,357.2180827
004-0007-00043,16/10/20 15:51:07,364.50346
004-0007-00043,16/10/20 15:51:06,357.005482
004-0007-00043,16/10/20 15:51:04,354.8965493
004-0007-00043,16/10/20 15:51:03,356.7657634
004-0007-00043,16/10/20 15:51:02,359.1193113
004-0007-00043,16/10/20 15:51:01,355.6941651
004-0007-00043,16/10/20 15:51:00,359.1964264
004-0007-00043,16/10/20 15:50:59,367.1531354
004-0007-00043,16/10/20 15:50:57,360.0062669
004-0007-00043,16/10/20 15:50:55,359.3019019
004-0007-00043,16/10/20 15:50:54,360.3595593
004-0007-00043,16/10/20 15:50:52,357.3759891
004-0007-00043,16/10/20 15:50:51,359.2309914
004-0007-00043,16/10/20 15:50:50,362.0912804
004-0007-00043,16/10/20 15:50:49,357.0947311
004-0007-00043,16/10/20 15:50:48,337.6057009
004-0007-00043,16/10/20 15:50:47,346.444606
004-0007-00043,16/10/20 15:50:45,372.5825287
004-0007-00043,16/10/20 15:50:43,369.3705796
004-0007-00043,16/10/20 15:50:42,361.2406708
004-0007-00043,16/10/20 15:50:41,360.8353574
004-0007-00043,16/10/20 15:50:40,341.5307752
004-0007-00043,16/10/20 15:50:39,339.759379
004-0007-00043,16/10/20 15:50:38,366.1783299
004-0007-00043,16/10/20 15:50:37,367.8847852
004-0007-00043,16/10/20 15:50:36,358.8657441
004-0007-00043,16/10/20 15:50:34,354.588771
004-0007-00043,16/10/20 15:50:33,359.8979564
004-0007-00043,16/10/20 15:50:32,366.0668306
004-0007-00043,16/10/20 15:50:31,355.5717829
004-0007-00043,16/10/20 15:50:30,345.9846254
004-0007-00043,16/10/20 15:50:28,363.4725077
004-0007-00043,16/10/20 15:50:27,365.699798
004-0007-00043,16/10/20 15:50:26,364.2543822
004-0007-00043,16/10/20 15:50:25,355.0327357
004-0007-00043,16/10/20 15:50:23,358.7837254
004-0007-00043,16/10/20 15:50:21,357.1973734
004-0007-00043,16/10/20 15:50:20,351.5083306
004-0007-00043,16/10/20 15:50:19,353.8424592
004-0007-00043,16/10/20 15:50:18,359.0356658
004-0007-00043,16/10/20 15:50:17,353.2519177
004-0007-00043,16/10/20 15:50:16,355.7230414
004-0007-00043,16/10/20 15:50:14,359.1867439
004-0007-00043,16/10/20 15:50:13,358.5774949
004-0007-00043,16/10/20 15:50:12,361.9770214
004-0007-00043,16/10/20 15:50:10,359.3175712
004-0007-00043,16/10/20 15:50:09,354.5680504
004-0007-00043,16/10/20 15:50:08,359.6370592
004-0007-00043,16/10/20 15:50:07,360.5601957
004-0007-00043,16/10/20 15:50:06,354.5832353
004-0007-00043,16/10/20 15:50:05,344.9532435
004-0007-00043,16/10/20 15:50:04,340.0492223
004-0007-00043,16/10/20 15:50:03,344.4318778
004-0007-00043,16/10/20 15:50:02,353.8579742
004-0007-00043,16/10/20 15:49:59,371.6700475
004-0007-00043,16/10/20 15:49:58,357.0166109
004-0007-00043,16/10/20 15:49:57,357.524063
004-0007-00043,16/10/20 15:49:56,359.6543449
004-0007-00043,16/10/20 15:49:55,355.0560075
004-0007-00043,16/10/20 15:49:54,356.9361704
004-0007-00043,16/10/20 15:49:53,358.3967445
004-0007-00043,16/10/20 15:49:52,356.5645658
004-0007-00043,16/10/20 15:49:50,357.8968575
004-0007-00043,16/10/20 15:49:48,363.0688854
004-0007-00043,16/10/20 15:49:47,364.5178421
004-0007-00043,16/10/20 15:49:46,362.3480047
004-0007-00043,16/10/20 15:49:45,358.0974592
004-0007-00043,16/10/20 15:49:43,357.0127843
004-0007-00043,16/10/20 15:49:42,360.7949579
004-0007-00043,16/10/20 15:49:41,360.902731
004-0007-00043,16/10/20 15:49:40,357.6924871
004-0007-00043,16/10/20 15:49:39,354.6999771
004-0007-00043,16/10/20 15:49:38,366.0042624
004-0007-00043,16/10/20 15:49:37,359.0528302
004-0007-00043,16/10/20 15:49:36,356.2597242
004-0007-00043,16/10/20 15:49:35,359.8394114
004-0007-00043,16/10/20 15:49:34,354.2255211
004-0007-00043,16/10/20 15:49:33,358.6688775
004-0007-00043,16/10/20 15:49:32,356.4570784
004-0007-00043,16/10/20 15:49:31,361.6243379
004-0007-00043,16/10/20 15:49:30,361.7886839
004-0007-00043,16/10/20 15:49:28,361.038706
004-0007-00043,16/10/20 15:49:27,356.3224612
004-0007-00043,16/10/20 15:49:26,353.8199887
004-0007-00043,16/10/20 15:49:24,355.4974461
004-0007-00043,16/10/20 15:49:23,359.4930984
004-0007-00043,16/10/20 15:49:22,361.4618515
004-0007-00043,16/10/20 15:49:21,356.6015433
004-0007-00043,16/10/20 15:49:20,356.6471465
004-0007-00043,16/10/20 15:49:19,352.8182499
004-0007-00043,16/10/20 15:49:17,348.0875626
004-0007-00043,16/10/20 15:49:16,357.4109316
004-0007-00043,16/10/20 15:49:15,353.1889819
004-0007-00043,16/10/20 15:49:14,355.0510718
004-0007-00043,16/10/20 15:49:13,357.2504358
004-0007-00043,16/10/20 15:49:12,365.5743533
004-0007-00043,16/10/20 15:49:11,360.9424774
004-0007-00043,16/10/20 15:49:09,352.1718444
004-0007-00043,16/10/20 15:49:08,364.1104867
004-0007-00043,16/10/20 15:49:07,371.1605461
004-0007-00043,16/10/20 15:49:05,377.4419487
004-0007-00043,16/10/20 15:49:04,364.8377105
004-0007-00043,16/10/20 15:49:03,363.9587484
004-0007-00043,16/10/20 15:49:02,366.0234806
004-0007-00043,16/10/20 15:49:01,358.2819972
004-0007-00043,16/10/20 15:49:00,352.5489538
004-0007-00043,16/10/20 15:48:58,359.2558616
004-0007-00043,16/10/20 15:48:57,361.0387397
004-0007-00043,16/10/20 15:48:56,358.4116172
004-0007-00043,16/10/20 15:48:55,357.6088425
004-0007-00043,16/10/20 15:48:53,360.4699861
004-0007-00043,16/10/20 15:48:52,358.9856007
004-0007-00043,16/10/20 15:48:51,359.4848183
004-0007-00043,16/10/20 15:48:50,357.8536332
004-0007-00043,16/10/20 15:48:49,364.5798051
004-0007-00043,16/10/20 15:48:47,359.1652624
004-0007-00043,16/10/20 15:48:46,354.2033798
004-0007-00043,16/10/20 15:48:45,356.1301382
004-0007-00043,16/10/20 15:48:43,365.1577492
004-0007-00043,16/10/20 15:48:42,363.6380289
004-0007-00043,16/10/20 15:48:41,359.5172775
004-0007-00043,16/10/20 15:48:40,362.6166896
004-0007-00043,16/10/20 15:48:39,359.0473169
004-0007-00043,16/10/20 15:48:38,351.805427
004-0007-00043,16/10/20 15:48:37,343.3023055
004-0007-00043,16/10/20 15:48:36,354.4646219
004-0007-00043,16/10/20 15:48:35,366.0049946
004-0007-00043,16/10/20 15:48:32,359.9468064
004-0007-00043,16/10/20 15:48:31,353.3957546
004-0007-00043,16/10/20 15:48:30,370.0211949
004-0007-00043,16/10/20 15:48:29,366.116223
004-0007-00043,16/10/20 15:48:27,362.6243068
004-0007-00043,16/10/20 15:48:26,367.1139877
004-0007-00043,16/10/20 15:48:25,21.27193521
004-0007-00043,16/10/20 15:48:24,371.9177533
004-0007-00043,16/10/20 15:48:22,359.0826802
004-0007-00043,16/10/20 15:48:20,364.7861215
004-0007-00043,16/10/20 15:48:19,357.0579133
004-0007-00043,16/10/20 15:48:18,351.0018511
004-0007-00043,16/10/20 15:48:17,353.4077533
004-0007-00043,16/10/20 15:48:16,357.9895536
004-0007-00043,16/10/20 15:48:15,353.0602325
004-0007-00043,16/10/20 15:48:14,350.4044289
004-0007-00043,16/10/20 15:48:13,339.8610146
004-0007-00043,16/10/20 15:48:11,352.8749713
004-0007-00043,16/10/20 15:48:09,356.3244901
004-0007-00043,16/10/20 15:48:08,361.8206565
004-0007-00043,16/10/20 15:48:07,374.1409639
004-0007-00043,16/10/20 15:48:06,367.5654551
004-0007-00043,16/10/20 15:48:05,344.673767
004-0007-00043,16/10/20 15:48:04,355.1645633
004-0007-00044,16/10/20 16:04:46,376.9886481
004-0007-00044,16/10/20 16:04:45,375.0065979
004-0007-00044,16/10/20 16:04:44,372.1677145
004-0007-00044,16/10/20 16:04:42,376.4816571
004-0007-00044,16/10/20 16:04:41,29.15518061
004-0007-00044,16/10/20 16:04:40,32.94655867
004-0007-00044,16/10/20 16:04:37,21.67032028
004-0007-00044,16/10/20 16:04:35,27.9430291
004-0007-00044,16/10/20 16:04:30,29.18844059
004-0007-00044,16/10/20 16:04:28,29.21169348
004-0007-00044,16/10/20 16:04:27,23.39118908
004-0007-00044,16/10/20 16:04:26,35.46562049
004-0007-00044,16/10/20 16:04:25,32.2686874
004-0007-00044,16/10/20 16:04:23,25.2320189
004-0007-00044,16/10/20 16:04:22,24.25001811
004-0007-00044,16/10/20 16:04:21,34.05819371
004-0007-00044,16/10/20 16:04:19,35.19564793
004-0007-00044,16/10/20 16:04:18,27.46033489
004-0007-00044,16/10/20 16:04:17,30.89677346
004-0007-00044,16/10/20 16:04:15,377.4728064
004-0007-00044,16/10/20 16:04:14,370.399714
004-0007-00044,16/10/20 16:04:13,376.4829762
004-0007-00044,16/10/20 16:04:11,20.86241128
004-0007-00044,16/10/20 16:04:10,36.12020431
004-0007-00044,16/10/20 16:04:09,50.32187818
004-0007-00044,16/10/20 16:04:07,28.95091234
004-0007-00044,16/10/20 16:04:06,23.62155732
004-0007-00044,16/10/20 16:04:05,21.82382972
004-0007-00044,16/10/20 16:04:04,27.34866647
004-0007-00044,16/10/20 16:04:02,30.69335937
004-0007-00044,16/10/20 16:04:01,28.32515418
004-0007-00044,16/10/20 16:03:59,29.81217076
004-0007-00044,16/10/20 16:03:58,21.81237641
004-0007-00044,16/10/20 16:03:57,26.92719877
004-0007-00044,16/10/20 16:03:55,25.5139625
004-0007-00044,16/10/20 16:03:54,25.75192412
004-0007-00044,16/10/20 16:03:53,31.99266684
004-0007-00044,16/10/20 16:03:52,37.84787863
004-0007-00044,16/10/20 16:03:51,31.52349753
004-0007-00044,16/10/20 16:03:50,38.62041285
004-0007-00044,16/10/20 16:03:49,31.89114445
004-0007-00044,16/10/20 16:03:47,27.28882078
004-0007-00044,16/10/20 16:03:46,379.361145
004-0007-00044,16/10/20 16:03:45,369.6642131
004-0007-00044,16/10/20 16:03:42,378.2140146
004-0007-00044,16/10/20 16:03:41,377.4188847
004-0007-00044,16/10/20 16:03:38,356.9807889
004-0007-00044,16/10/20 16:03:36,28.09609557
004-0007-00044,16/10/20 16:03:35,32.85563682
004-0007-00044,16/10/20 16:03:33,39.11071097
004-0007-00044,16/10/20 16:03:32,36.40268747
004-0007-00044,16/10/20 16:03:31,34.17476292
004-0007-00044,16/10/20 16:03:30,31.01338565
004-0007-00044,16/10/20 16:03:29,20.91397168
004-0007-00044,16/10/20 16:03:28,373.0259907
004-0007-00044,16/10/20 16:03:26,21.21640537
004-0007-00044,16/10/20 16:03:25,23.38135764
004-0007-00044,16/10/20 16:03:24,27.11745844
004-0007-00044,16/10/20 16:03:22,25.03411022
004-0007-00044,16/10/20 16:03:21,20.76441721
004-0007-00044,16/10/20 16:03:19,372.4595386
004-0007-00044,16/10/20 16:03:18,374.3230208
004-0007-00044,16/10/20 16:03:17,20.77147248
004-0007-00044,16/10/20 16:03:15,27.90683576
004-0007-00044,16/10/20 16:03:14,31.42028093
004-0007-00044,16/10/20 16:03:13,38.32243759
004-0007-00044,16/10/20 16:03:12,34.82272893
004-0007-00044,16/10/20 16:03:11,36.55953187
004-0007-00044,16/10/20 16:03:09,37.97915405
004-0007-00044,16/10/20 16:03:08,32.82133711
004-0007-00044,16/10/20 16:03:07,22.11190546
004-0007-00044,16/10/20 16:03:06,20.57353259
004-0007-00044,16/10/20 16:03:04,26.91876636
004-0007-00044,16/10/20 16:03:02,26.31685645
004-0007-00044,16/10/20 16:03:01,20.29662647
004-0007-00044,16/10/20 16:03:00,27.17945539
004-0007-00044,16/10/20 16:02:59,31.77091187
004-0007-00044,16/10/20 16:02:57,23.75803125
004-0007-00044,16/10/20 16:02:55,23.69895903
004-0007-00044,16/10/20 16:02:54,34.37737217
004-0007-00044,16/10/20 16:02:53,22.14213762
004-0007-00044,16/10/20 16:02:51,374.3264685
004-0007-00044,16/10/20 16:02:50,374.2746195
004-0007-00044,16/10/20 16:02:49,20.09959319
004-0007-00044,16/10/20 16:02:48,21.66360667
004-0007-00044,16/10/20 16:02:47,25.10760572
004-0007-00044,16/10/20 16:02:46,21.57384189
004-0007-00044,16/10/20 16:02:44,29.87603341
004-0007-00044,16/10/20 16:02:43,40.31523597
004-0007-00044,16/10/20 16:02:42,35.39644166
004-0007-00044,16/10/20 16:02:41,41.1106828
004-0007-00044,16/10/20 16:02:39,38.55149835
004-0007-00044,16/10/20 16:02:38,25.65603226
004-0007-00044,16/10/20 16:02:37,26.62019344
004-0007-00044,16/10/20 16:02:35,29.28593107
004-0007-00044,16/10/20 16:02:34,367.44637
004-0007-00044,16/10/20 16:02:33,363.1139885
004-0007-00044,16/10/20 16:02:31,22.26304618
004-0007-00044,16/10/20 16:02:30,25.38362979
004-0007-00044,16/10/20 16:02:29,24.50424483
004-0007-00044,16/10/20 16:02:27,29.80273881
004-0007-00044,16/10/20 16:02:26,31.54927515
004-0007-00044,16/10/20 16:02:25,26.68041998
004-0007-00044,16/10/20 16:02:24,21.62605421
004-0007-00044,16/10/20 16:02:23,21.5330077
004-0007-00044,16/10/20 16:02:22,26.35540823
004-0007-00044,16/10/20 16:02:19,21.17981286
004-0007-00044,16/10/20 16:02:18,26.7434741
004-0007-00044,16/10/20 16:02:17,33.51008259
004-0007-00044,16/10/20 16:02:15,28.47207523
004-0007-00044,16/10/20 16:02:14,27.04387218
004-0007-00044,16/10/20 16:02:13,26.70873508
004-0007-00044,16/10/20 16:02:12,25.61539032
004-0007-00044,16/10/20 16:02:11,26.7484467
004-0007-00044,16/10/20 16:02:10,375.0735264
004-0007-00044,16/10/20 16:02:09,370.6497928
004-0007-00044,16/10/20 16:02:07,373.699274
004-0007-00044,16/10/20 16:02:06,377.6573508
004-0007-00044,16/10/20 16:02:05,23.08894447
004-0007-00044,16/10/20 16:02:04,26.00182774
004-0007-00044,16/10/20 16:02:02,43.69880228
004-0007-00044,16/10/20 16:02:01,38.91930199
004-0007-00044,16/10/20 16:02:00,32.61630112
004-0007-00044,16/10/20 16:01:58,28.86663634
004-0007-00044,16/10/20 16:01:57,26.32376211
004-0007-00044,16/10/20 16:01:56,28.57906674
004-0007-00044,16/10/20 16:01:54,28.00237934
004-0007-00044,16/10/20 16:01:53,22.98421244
004-0007-00044,16/10/20 16:01:52,30.24639355
004-0007-00044,16/10/20 16:01:51,27.98797086
004-0007-00044,16/10/20 16:01:50,31.06721986
004-0007-00044,16/10/20 16:01:49,31.88317203
004-0007-00044,16/10/20 16:01:47,37.41342993
004-0007-00044,16/10/20 16:01:46,35.0047399
004-0007-00044,16/10/20 16:01:45,378.2283598
004-0007-00044,16/10/20 16:01:44,378.8995681
004-0007-00044,16/10/20 16:01:43,375.6160794
004-0007-00044,16/10/20 16:01:41,371.1771288
004-0007-00044,16/10/20 16:01:39,374.4638099
004-0007-00044,16/10/20 16:01:38,23.29701154
004-0007-00044,16/10/20 16:01:37,23.40178196
004-0007-00044,16/10/20 16:01:35,22.39403919
004-0007-00044,16/10/20 16:01:34,26.87599045
004-0007-00044,16/10/20 16:01:33,32.36081664
004-0007-00044,16/10/20 16:01:32,38.13717474
004-0007-00044,16/10/20 16:01:31,35.4600178
004-0007-00044,16/10/20 16:01:29,34.56029874
004-0007-00044,16/10/20 16:01:28,42.99336226
004-0007-00044,16/10/20 16:01:26,41.72798413
004-0007-00044,16/10/20 16:01:25,38.49023988
004-0007-00044,16/10/20 16:01:24,27.38946717
004-0007-00044,16/10/20 16:01:23,32.66327616
004-0007-00044,16/10/20 16:01:22,24.70166632
004-0007-00044,16/10/20 16:01:21,371.5238917
004-0007-00044,16/10/20 16:01:18,375.4563394
004-0007-00044,16/10/20 16:01:17,377.1110858
004-0007-00044,16/10/20 16:01:15,378.3414528
004-0007-00044,16/10/20 16:01:14,31.26006841
004-0007-00044,16/10/20 16:01:13,39.90988935
004-0007-00044,16/10/20 16:01:11,28.78494881
004-0007-00044,16/10/20 16:01:10,35.76715946
004-0007-00044,16/10/20 16:01:09,41.84128317
004-0007-00044,16/10/20 16:01:07,43.56239002
004-0007-00044,16/10/20 16:01:06,33.63485574
004-0007-00044,16/10/20 16:01:04,28.11034647
004-0007-00044,16/10/20 16:01:03,27.72768227
004-0007-00044,16/10/20 16:01:02,29.70057005
004-0007-00044,16/10/20 16:01:01,27.26725861
004-0007-00044,16/10/20 16:00:59,28.56500025
004-0007-00044,16/10/20 16:00:57,21.69294279
004-0007-00044,16/10/20 16:00:56,23.2615299
004-0007-00044,16/10/20 16:00:55,24.3308521
004-0007-00044,16/10/20 16:00:54,25.74440092
004-0007-00044,16/10/20 16:00:53,24.35438243
004-0007-00044,16/10/20 16:00:51,25.71592001
004-0007-00044,16/10/20 16:00:50,376.5979802
004-0007-00044,16/10/20 16:00:49,356.1455044
004-0007-00044,16/10/20 16:00:47,351.6028523
004-0007-00044,16/10/20 16:00:46,362.5110236
004-0007-00044,16/10/20 16:00:45,24.92885658
004-0007-00044,16/10/20 16:00:43,34.88280746
004-0007-00044,16/10/20 16:00:42,36.1718577
004-0007-00044,16/10/20 16:00:41,37.95146418
004-0007-00044,16/10/20 16:00:40,42.64956636
004-0007-00044,16/10/20 16:00:38,37.07438721
004-0007-00044,16/10/20 16:00:37,38.88957872
004-0007-00044,16/10/20 16:00:36,34.40261211
004-0007-00044,16/10/20 16:00:35,30.28131958
004-0007-00044,16/10/20 16:00:34,23.80265306
004-0007-00044,16/10/20 16:00:33,26.09517765
004-0007-00044,16/10/20 16:00:30,21.02020778
004-0007-00044,16/10/20 16:00:29,369.2418931
004-0007-00044,16/10/20 16:00:28,22.9651319
004-0007-00044,16/10/20 16:00:26,31.9836713
004-0007-00044,16/10/20 16:00:25,30.06497036
004-0007-00044,16/10/20 16:00:23,37.57548525
004-0007-00044,16/10/20 16:00:22,41.84214171
004-0007-00044,16/10/20 16:00:21,32.13550971
004-0007-00044,16/10/20 16:00:20,27.21595508
004-0007-00044,16/10/20 16:00:19,25.14118726
004-0007-00044,16/10/20 16:00:17,27.58777786
004-0007-00044,16/10/20 16:00:16,27.85511982
004-0007-00044,16/10/20 16:00:15,30.97637872
004-0007-00044,16/10/20 16:00:13,25.30397546
004-0007-00044,16/10/20 16:00:12,23.23170718
004-0007-00044,16/10/20 16:00:11,31.3221055
004-0007-00044,16/10/20 16:00:10,38.78613236
