Serial Number,NZDT,Heading
004-0009-00199,16/10/20 17:11:28,326.1226254
004-0009-00199,16/10/20 17:11:27,342.029915
004-0009-00199,16/10/20 17:11:26,344.9628761
004-0009-00199,16/10/20 17:11:24,339.0334997
004-0009-00199,16/10/20 17:11:23,339.4709108
004-0009-00199,16/10/20 17:11:22,344.6163765
004-0009-00199,16/10/20 17:11:21,335.573071
004-0009-00199,16/10/20 17:11:19,337.3741685
004-0009-00199,16/10/20 17:11:18,343.8431025
004-0009-00199,16/10/20 17:11:17,336.9861542
004-0009-00199,16/10/20 17:11:16,335.0967312
004-0009-00199,16/10/20 17:11:13,329.4704257
004-0009-00199,16/10/20 17:11:11,328.6430375
004-0009-00199,16/10/20 17:11:10,331.6341351
004-0009-00199,16/10/20 17:11:09,330.1134871
004-0009-00199,16/10/20 17:11:08,334.4899654
004-0009-00199,16/10/20 17:11:07,336.5472645
004-0009-00199,16/10/20 17:11:06,338.2674831
004-0009-00199,16/10/20 17:11:05,335.8081337
004-0009-00199,16/10/20 17:11:04,338.1970964
004-0009-00199,16/10/20 17:11:02,339.7596281
004-0009-00199,16/10/20 17:11:01,340.08792
004-0009-00199,16/10/20 17:11:00,341.2486878
004-0009-00199,16/10/20 17:10:59,341.1941365
004-0009-00199,16/10/20 17:10:57,343.115622
004-0009-00199,16/10/20 17:10:56,343.1640793
004-0009-00199,16/10/20 17:10:55,337.183999
004-0009-00199,16/10/20 17:10:54,329.9571059
004-0009-00199,16/10/20 17:10:52,305.5731664
004-0009-00199,16/10/20 17:10:51,322.6734842
004-0009-00199,16/10/20 17:10:50,333.697667
004-0009-00199,16/10/20 17:10:49,339.3486249
004-0009-00199,16/10/20 17:10:47,339.9199284
004-0009-00199,16/10/20 17:10:46,335.3636172
004-0009-00199,16/10/20 17:10:44,337.2685524
004-0009-00199,16/10/20 17:10:43,340.3718123
004-0009-00199,16/10/20 17:10:42,339.7614239
004-0009-00199,16/10/20 17:10:41,342.3887026
004-0009-00199,16/10/20 17:10:39,339.1688246
004-0009-00199,16/10/20 17:10:38,334.3361312
004-0009-00199,16/10/20 17:10:37,342.0989877
004-0009-00199,16/10/20 17:10:35,345.9789845
004-0009-00199,16/10/20 17:10:34,334.6663745
004-0009-00199,16/10/20 17:10:33,331.2921681
004-0009-00199,16/10/20 17:10:31,333.6748794
004-0009-00199,16/10/20 17:10:29,335.8710093
004-0009-00199,16/10/20 17:10:28,339.9365226
004-0009-00199,16/10/20 17:10:27,339.636784
004-0009-00199,16/10/20 17:10:25,338.7212791
004-0009-00199,16/10/20 17:10:24,339.6022249
004-0009-00199,16/10/20 17:10:23,337.1628097
004-0009-00199,16/10/20 17:10:22,332.4785748
004-0009-00199,16/10/20 17:10:20,332.854378
004-0009-00199,16/10/20 17:10:18,333.0146364
004-0009-00199,16/10/20 17:10:17,334.141053
004-0009-00199,16/10/20 17:10:16,339.7302507
004-0009-00199,16/10/20 17:10:15,338.5110133
004-0009-00199,16/10/20 17:10:14,346.8041105
004-0009-00199,16/10/20 17:10:12,343.0768369
004-0009-00199,16/10/20 17:10:11,337.2982907
004-0009-00199,16/10/20 17:10:10,332.0072746
004-0009-00199,16/10/20 17:10:08,333.387749
004-0009-00199,16/10/20 17:10:07,337.4821599
004-0009-00199,16/10/20 17:10:06,340.0106145
004-0009-00199,16/10/20 17:10:05,341.8512757
004-0009-00199,16/10/20 17:10:04,348.6839082
004-0009-00199,16/10/20 17:10:03,338.5657797
004-0009-00199,16/10/20 17:10:02,336.8354094
004-0009-00199,16/10/20 17:10:01,344.6777099
004-0009-00199,16/10/20 17:09:59,342.3539269
004-0009-00199,16/10/20 17:09:57,341.6693835
004-0009-00199,16/10/20 17:09:56,341.3235696
004-0009-00199,16/10/20 17:09:55,340.5638178
004-0009-00199,16/10/20 17:09:53,342.5710341
004-0009-00199,16/10/20 17:09:52,341.1789325
004-0009-00199,16/10/20 17:09:51,341.6157799
004-0009-00199,16/10/20 17:09:50,348.8126326
004-0009-00199,16/10/20 17:09:49,354.3505334
004-0009-00199,16/10/20 17:09:48,349.3827273
004-0009-00199,16/10/20 17:09:47,343.1778061
004-0009-00199,16/10/20 17:09:45,347.7548875
004-0009-00199,16/10/20 17:09:44,365.6733699
004-0009-00199,16/10/20 17:09:43,348.6098104
004-0009-00199,16/10/20 17:09:41,342.2898923
004-0009-00199,16/10/20 17:09:40,336.6677998
004-0009-00199,16/10/20 17:09:39,341.6922381
004-0009-00199,16/10/20 17:09:38,338.2327655
004-0009-00199,16/10/20 17:09:36,341.4025726
004-0009-00199,16/10/20 17:09:35,340.6975641
004-0009-00199,16/10/20 17:09:33,339.4644259
004-0009-00199,16/10/20 17:09:32,340.6266249
004-0009-00199,16/10/20 17:09:31,340.4827324
004-0009-00199,16/10/20 17:09:30,341.5503024
004-0009-00199,16/10/20 17:09:29,341.1695252
004-0009-00199,16/10/20 17:09:28,340.0597748
004-0009-00199,16/10/20 17:09:27,336.3465723
004-0009-00199,16/10/20 17:09:26,326.5176233
004-0009-00199,16/10/20 17:09:25,323.8855622
004-0009-00199,16/10/20 17:09:23,333.1877408
004-0009-00199,16/10/20 17:09:21,336.863436
004-0009-00199,16/10/20 17:09:20,343.4150659
004-0009-00199,16/10/20 17:09:19,342.0520767
004-0009-00199,16/10/20 17:09:17,335.1937448
004-0009-00199,16/10/20 17:09:16,336.608496
004-0009-00199,16/10/20 17:09:15,342.1272243
004-0009-00199,16/10/20 17:09:14,341.9347927
004-0009-00199,16/10/20 17:09:13,336.9941631
004-0009-00199,16/10/20 17:09:12,336.4919526
004-0009-00199,16/10/20 17:09:11,339.5375217
004-0009-00199,16/10/20 17:09:10,334.824843
004-0009-00199,16/10/20 17:09:09,341.7272214
004-0009-00199,16/10/20 17:09:08,355.0686223
004-0009-00199,16/10/20 17:09:07,351.6412979
004-0009-00199,16/10/20 17:09:06,344.140733
004-0009-00199,16/10/20 17:09:05,338.4591442
004-0009-00199,16/10/20 17:09:04,340.9537063
004-0009-00199,16/10/20 17:09:03,343.6642009
004-0009-00199,16/10/20 17:09:02,343.6901465
004-0009-00199,16/10/20 17:09:00,336.6568628
004-0009-00199,16/10/20 17:08:59,336.858492
004-0009-00199,16/10/20 17:08:58,340.1346581
004-0009-00199,16/10/20 17:08:57,338.47517
004-0009-00199,16/10/20 17:08:56,333.2418155
004-0009-00199,16/10/20 17:08:55,338.3987276
004-0009-00199,16/10/20 17:08:54,342.1257582
004-0009-00199,16/10/20 17:08:53,341.8402045
004-0009-00199,16/10/20 17:08:51,344.6839101
004-0009-00199,16/10/20 17:08:50,344.8601142
004-0009-00199,16/10/20 17:08:49,342.7617407
004-0009-00199,16/10/20 17:08:48,335.4457635
004-0009-00199,16/10/20 17:08:46,340.0853566
004-0009-00199,16/10/20 17:08:45,339.3595841
004-0009-00199,16/10/20 17:08:43,337.2266545
004-0009-00199,16/10/20 17:08:42,344.6694835
004-0009-00199,16/10/20 17:08:41,343.0803758
004-0009-00199,16/10/20 17:08:40,345.0335572
004-0009-00199,16/10/20 17:08:39,341.321099
004-0009-00199,16/10/20 17:08:38,341.1209234
004-0009-00199,16/10/20 17:08:37,341.7112609
004-0009-00199,16/10/20 17:08:36,346.3147051
004-0009-00199,16/10/20 17:08:35,343.5213862
004-0009-00199,16/10/20 17:08:34,345.2617778
004-0009-00199,16/10/20 17:08:33,340.3431421
004-0009-00199,16/10/20 17:08:32,350.1565601
004-0009-00199,16/10/20 17:08:30,344.5106557
004-0009-00199,16/10/20 17:08:28,355.7230608
004-0009-00199,16/10/20 17:08:27,358.4120542
004-0009-00199,16/10/20 17:08:26,343.6624086
004-0009-00199,16/10/20 17:08:25,342.3397161
004-0009-00199,16/10/20 17:08:24,341.0577391
004-0009-00199,16/10/20 17:08:22,339.6947282
004-0009-00199,16/10/20 17:08:21,341.6218625
004-0009-00199,16/10/20 17:08:19,337.8739522
004-0009-00199,16/10/20 17:08:18,337.5999893
004-0009-00199,16/10/20 17:08:17,340.5067875
004-0009-00199,16/10/20 17:08:15,342.2190411
004-0009-00199,16/10/20 17:08:13,339.8356496
004-0009-00199,16/10/20 17:08:12,342.3761026
004-0008-00009,16/10/20 16:05:38,378.9662371
004-0008-00009,16/10/20 16:05:37,366.8959566
004-0008-00009,16/10/20 16:05:36,347.2208962
004-0008-00009,16/10/20 16:05:35,335.3789605
004-0008-00009,16/10/20 16:05:34,377.4833155
004-0008-00009,16/10/20 16:05:32,365.1314546
004-0008-00009,16/10/20 16:05:31,340.9728902
004-0008-00009,16/10/20 16:05:30,20.51958408
004-0008-00009,16/10/20 16:05:29,363.3451136
004-0008-00009,16/10/20 16:05:27,345.7508776
004-0008-00009,16/10/20 16:05:26,354.1178156
004-0008-00009,16/10/20 16:05:25,364.8461289
004-0008-00009,16/10/20 16:05:24,368.1137204
004-0008-00009,16/10/20 16:05:23,366.5707953
004-0008-00009,16/10/20 16:05:22,364.6867359
004-0008-00009,16/10/20 16:05:20,362.7249783
004-0008-00009,16/10/20 16:05:19,365.6041894
004-0008-00009,16/10/20 16:05:17,365.6348596
004-0008-00009,16/10/20 16:05:16,363.235507
004-0008-00009,16/10/20 16:05:15,362.4327473
004-0008-00009,16/10/20 16:05:14,362.0383315
004-0008-00009,16/10/20 16:05:13,369.3320734
004-0008-00009,16/10/20 16:05:12,375.1330678
004-0008-00009,16/10/20 16:05:11,372.0935367
004-0008-00009,16/10/20 16:05:10,367.1923496
004-0008-00009,16/10/20 16:05:08,367.8211421
004-0008-00009,16/10/20 16:05:07,369.2757814
004-0008-00009,16/10/20 16:05:06,363.6552602
004-0008-00009,16/10/20 16:05:05,357.391057
004-0008-00009,16/10/20 16:05:04,367.5589048
004-0008-00009,16/10/20 16:05:02,369.0625824
004-0008-00009,16/10/20 16:05:01,371.7523483
004-0008-00009,16/10/20 16:05:00,372.0876907
004-0008-00009,16/10/20 16:04:59,369.4120559
004-0008-00009,16/10/20 16:04:58,364.9540661
004-0008-00009,16/10/20 16:04:57,361.6862548
004-0008-00009,16/10/20 16:04:56,361.60532
004-0008-00009,16/10/20 16:04:55,361.6430149
004-0008-00009,16/10/20 16:04:53,373.0432441
004-0008-00009,16/10/20 16:04:51,370.0769551
004-0008-00009,16/10/20 16:04:49,362.0730859
004-0008-00009,16/10/20 16:04:48,364.1161403
004-0008-00009,16/10/20 16:04:47,365.8115318
004-0008-00009,16/10/20 16:04:46,367.3828486
004-0008-00009,16/10/20 16:04:45,362.3251998
004-0008-00009,16/10/20 16:04:44,364.3846012
004-0008-00009,16/10/20 16:04:43,368.2480572
004-0008-00009,16/10/20 16:04:42,368.518949
004-0008-00009,16/10/20 16:04:41,368.9534809
004-0008-00009,16/10/20 16:04:39,363.6909669
004-0008-00009,16/10/20 16:04:38,364.7645172
004-0008-00009,16/10/20 16:04:37,361.6449904
004-0008-00009,16/10/20 16:04:36,363.9660012
004-0008-00009,16/10/20 16:04:35,371.5245394
004-0008-00009,16/10/20 16:04:33,370.2939935
004-0008-00009,16/10/20 16:04:32,371.3159732
004-0008-00009,16/10/20 16:04:31,369.3118278
004-0008-00009,16/10/20 16:04:29,359.8397873
004-0008-00009,16/10/20 16:04:28,367.5741143
004-0008-00009,16/10/20 16:04:27,21.27622082
004-0008-00009,16/10/20 16:04:26,343.1478106
004-0008-00009,16/10/20 16:04:25,351.6318466
004-0008-00009,16/10/20 16:04:24,358.8384074
004-0008-00009,16/10/20 16:04:23,366.4652143
004-0008-00009,16/10/20 16:04:22,361.6502163
004-0008-00009,16/10/20 16:04:21,355.39117
004-0008-00009,16/10/20 16:04:20,357.8080973
004-0008-00009,16/10/20 16:04:19,361.1773324
004-0008-00009,16/10/20 16:04:18,367.7751327
004-0008-00009,16/10/20 16:04:17,363.7482284
004-0008-00009,16/10/20 16:04:16,365.460839
004-0008-00009,16/10/20 16:04:15,366.689816
004-0008-00009,16/10/20 16:04:14,368.4005604
004-0008-00009,16/10/20 16:04:13,365.6675489
004-0008-00009,16/10/20 16:04:11,358.7917058
004-0008-00009,16/10/20 16:04:10,354.3519943
004-0008-00009,16/10/20 16:04:09,350.227898
004-0008-00009,16/10/20 16:04:08,357.4196153
004-0008-00009,16/10/20 16:04:07,367.2669939
004-0008-00009,16/10/20 16:04:06,365.5237105
004-0008-00009,16/10/20 16:04:05,363.3163925
004-0008-00009,16/10/20 16:04:03,361.7219172
004-0008-00009,16/10/20 16:04:02,360.9105674
004-0008-00009,16/10/20 16:04:00,360.6144761
004-0008-00009,16/10/20 16:03:59,364.6216033
004-0008-00009,16/10/20 16:03:57,369.7965249
004-0008-00009,16/10/20 16:03:56,366.3280681
004-0008-00009,16/10/20 16:03:55,364.1690346
004-0008-00009,16/10/20 16:03:54,373.4139606
004-0008-00009,16/10/20 16:03:52,368.069279
004-0008-00009,16/10/20 16:03:50,365.5753474
004-0008-00009,16/10/20 16:03:49,354.4468258
004-0008-00009,16/10/20 16:03:47,279.9971896
004-0008-00009,16/10/20 16:03:46,278.4521351
004-0008-00009,16/10/20 16:03:45,314.1534951
004-0008-00009,16/10/20 16:03:44,360.4145283
004-0008-00009,16/10/20 16:03:42,355.2662142
004-0008-00009,16/10/20 16:03:41,358.0843568
004-0008-00009,16/10/20 16:03:40,364.0551114
004-0008-00009,16/10/20 16:03:39,369.7039808
004-0008-00009,16/10/20 16:03:38,346.4199888
004-0008-00009,16/10/20 16:03:37,323.383509
004-0008-00009,16/10/20 16:03:35,316.390346
004-0008-00009,16/10/20 16:03:34,317.0857399
004-0008-00009,16/10/20 16:03:33,317.5775569
004-0008-00009,16/10/20 16:03:32,322.4230152
004-0008-00009,16/10/20 16:03:31,329.0551092
004-0008-00009,16/10/20 16:03:30,328.3374052
004-0008-00009,16/10/20 16:03:29,331.5971441
004-0008-00009,16/10/20 16:03:27,341.4644277
004-0008-00009,16/10/20 16:03:26,372.0567627
004-0008-00009,16/10/20 16:03:24,359.9050344
004-0008-00009,16/10/20 16:03:23,341.2097522
004-0008-00009,16/10/20 16:03:22,347.4992397
004-0008-00009,16/10/20 16:03:21,348.7760907
004-0008-00009,16/10/20 16:03:19,368.7413567
004-0008-00009,16/10/20 16:03:18,354.3822791
004-0008-00009,16/10/20 16:03:16,359.0529948
004-0008-00009,16/10/20 16:03:15,352.0985676
004-0008-00009,16/10/20 16:03:14,351.9522302
004-0008-00009,16/10/20 16:03:13,357.5643884
004-0008-00009,16/10/20 16:03:12,369.2755851
004-0008-00009,16/10/20 16:03:10,367.1084595
004-0008-00009,16/10/20 16:03:09,365.6252152
004-0008-00009,16/10/20 16:03:08,360.6909866
004-0008-00009,16/10/20 16:03:07,362.5485791
004-0008-00009,16/10/20 16:03:06,362.3277388
004-0008-00009,16/10/20 16:03:05,359.7266261
004-0008-00009,16/10/20 16:03:03,366.0454659
004-0008-00009,16/10/20 16:03:01,368.9695573
004-0008-00009,16/10/20 16:03:00,365.7397024
004-0008-00009,16/10/20 16:02:59,361.9909072
004-0008-00009,16/10/20 16:02:57,358.133225
004-0008-00009,16/10/20 16:02:56,364.1228777
004-0008-00009,16/10/20 16:02:55,366.3564881
004-0008-00009,16/10/20 16:02:54,369.1534589
004-0008-00009,16/10/20 16:02:52,362.1146603
004-0008-00009,16/10/20 16:02:51,363.9805351
004-0008-00009,16/10/20 16:02:50,363.7459779
004-0008-00009,16/10/20 16:02:48,357.5622143
004-0008-00009,16/10/20 16:02:47,360.32645
004-0008-00009,16/10/20 16:02:46,365.1218056
004-0008-00009,16/10/20 16:02:44,367.0718563
004-0008-00009,16/10/20 16:02:43,362.2067547
004-0008-00009,16/10/20 16:02:42,364.4702387
004-0008-00009,16/10/20 16:02:41,371.1474106
004-0008-00009,16/10/20 16:02:40,363.2838764
004-0008-00009,16/10/20 16:02:39,367.9573899
004-0008-00009,16/10/20 16:02:37,361.3221121
004-0008-00009,16/10/20 16:02:36,371.8617649
004-0008-00009,16/10/20 16:02:34,365.9764345
004-0008-00009,16/10/20 16:02:33,360.2868489
004-0008-00009,16/10/20 16:02:32,365.1963042
004-0008-00009,16/10/20 16:02:31,363.3127192
004-0008-00009,16/10/20 16:02:30,368.3585499
004-0008-00009,16/10/20 16:02:29,368.0010023
004-0008-00009,16/10/20 16:02:28,371.8612579
004-0008-00009,16/10/20 16:02:27,376.4549625
004-0008-00009,16/10/20 16:02:26,359.0079185
004-0008-00009,16/10/20 16:02:25,366.9786021
004-0008-00009,16/10/20 16:02:24,376.2847027
004-0008-00009,16/10/20 16:02:23,377.6547174
004-0008-00009,16/10/20 16:02:21,352.379673
004-0008-00009,16/10/20 16:02:20,352.7607811
004-0008-00009,16/10/20 16:02:19,23.18720951
004-0008-00009,16/10/20 16:02:18,378.3775478
004-0008-00009,16/10/20 16:02:17,362.9730099
004-0008-00009,16/10/20 16:02:15,355.9576851
004-0008-00009,16/10/20 16:02:14,348.3888417
004-0008-00009,16/10/20 16:02:13,349.6080421
004-0008-00009,16/10/20 16:02:11,365.2565184
004-0008-00009,16/10/20 16:02:10,376.658154
004-0008-00009,16/10/20 16:02:09,377.0220238
004-0008-00009,16/10/20 16:02:08,379.1376306
004-0008-00009,16/10/20 16:02:07,356.4810159
004-0008-00009,16/10/20 16:02:06,356.5732024
004-0008-00009,16/10/20 16:02:05,370.518599
004-0008-00009,16/10/20 16:02:03,22.85294566
004-0008-00009,16/10/20 16:02:02,365.7077632
004-0008-00009,16/10/20 16:02:01,351.6785974
004-0008-00009,16/10/20 16:02:00,354.607678
004-0008-00009,16/10/20 16:01:59,356.4313294
004-0008-00009,16/10/20 16:01:58,362.7562535
004-0008-00009,16/10/20 16:01:57,360.8106873
004-0008-00009,16/10/20 16:01:55,365.9809987
004-0008-00009,16/10/20 16:01:54,332.1661442
004-0008-00009,16/10/20 16:01:53,346.808835
004-0008-00009,16/10/20 16:01:52,336.6205952
004-0008-00009,16/10/20 16:01:50,355.0299856
004-0008-00009,16/10/20 16:01:49,359.6575039
004-0008-00009,16/10/20 16:01:48,25.09097459
004-0008-00009,16/10/20 16:01:46,344.98317
004-0008-00009,16/10/20 16:01:45,343.9648684
004-0008-00009,16/10/20 16:01:44,358.3738565
004-0008-00009,16/10/20 16:01:43,375.0887998
004-0008-00009,16/10/20 16:01:42,374.5870994
004-0008-00009,16/10/20 16:01:41,379.2387351
004-0008-00009,16/10/20 16:01:40,373.6879086
004-0008-00009,16/10/20 16:01:38,368.3201145
004-0008-00009,16/10/20 16:01:37,365.1007018
004-0008-00009,16/10/20 16:01:36,346.5588195
004-0008-00009,16/10/20 16:01:34,340.5574881
004-0008-00009,16/10/20 16:01:32,365.3236859
004-0008-00009,16/10/20 16:01:31,364.8430845
004-0008-00009,16/10/20 16:01:30,356.7047689
004-0008-00009,16/10/20 16:01:29,355.3107267
004-0008-00009,16/10/20 16:01:28,355.3844589
004-0008-00009,16/10/20 16:01:26,362.7104853
004-0008-00009,16/10/20 16:01:25,372.6621315
004-0008-00009,16/10/20 16:01:24,370.9290461
004-0008-00009,16/10/20 16:01:22,375.979341
004-0008-00009,16/10/20 16:01:21,368.1195764
004-0008-00009,16/10/20 16:01:20,359.2507215
004-0008-00009,16/10/20 16:01:18,364.950424
004-0008-00009,16/10/20 16:01:17,360.2516479
004-0008-00009,16/10/20 16:01:16,361.3444904
004-0008-00009,16/10/20 16:01:15,370.6487018
004-0008-00009,16/10/20 16:01:12,372.4883822
004-0008-00009,16/10/20 16:01:11,373.0412602
004-0008-00009,16/10/20 16:01:10,369.0094993
004-0008-00009,16/10/20 16:01:09,368.5730721
004-0008-00009,16/10/20 16:01:08,361.0624781
004-0008-00009,16/10/20 16:01:07,366.7034411
004-0008-00009,16/10/20 16:01:06,363.2989801
004-0008-00009,16/10/20 16:01:05,364.4364355
004-0008-00009,16/10/20 16:01:04,371.7086122
004-0008-00009,16/10/20 16:01:02,368.004311
004-0008-00009,16/10/20 16:01:01,369.4299009
004-0008-00009,16/10/20 16:01:00,32.34473135
004-0008-00009,16/10/20 16:00:59,36.7587016
004-0008-00009,16/10/20 16:00:58,23.59298382
004-0008-00009,16/10/20 16:00:57,373.2052035
004-0008-00009,16/10/20 16:00:56,363.480019
004-0008-00009,16/10/20 16:00:55,348.4308006
004-0008-00009,16/10/20 16:00:54,347.958685
004-0008-00009,16/10/20 16:00:51,357.9397081
004-0008-00009,16/10/20 16:00:50,356.6912981
004-0008-00009,16/10/20 16:00:48,337.6285766
004-0008-00009,16/10/20 16:00:46,223.9287845
004-0008-00009,16/10/20 16:00:45,231.0958067
004-0008-00009,16/10/20 16:00:44,233.1962626
004-0008-00009,16/10/20 16:00:43,231.9932051
004-0008-00009,16/10/20 16:00:42,322.1131211
004-0008-00009,16/10/20 16:00:39,363.1993033
004-0007-00034,16/10/20 16:12:58,376.5749632
004-0007-00034,16/10/20 16:12:57,376.4001651
004-0007-00034,16/10/20 16:12:56,373.8200801
004-0007-00034,16/10/20 16:12:54,369.3319729
004-0007-00034,16/10/20 16:12:53,373.4060232
004-0007-00034,16/10/20 16:12:52,20.02577376
004-0007-00034,16/10/20 16:12:51,375.6825948
004-0007-00034,16/10/20 16:12:48,375.6896962
004-0007-00034,16/10/20 16:12:47,369.4055092
004-0007-00034,16/10/20 16:12:45,366.1727847
004-0007-00034,16/10/20 16:12:44,368.1250093
004-0007-00034,16/10/20 16:12:43,367.281895
004-0007-00034,16/10/20 16:12:41,374.6835155
004-0007-00034,16/10/20 16:12:40,373.566749
004-0007-00034,16/10/20 16:12:38,375.0456626
004-0007-00034,16/10/20 16:12:37,54.92463881
004-0007-00034,16/10/20 16:12:36,29.28049248
004-0007-00034,16/10/20 16:12:35,22.49034888
004-0007-00034,16/10/20 16:12:34,29.27775372
004-0007-00034,16/10/20 16:12:32,30.44124375
004-0007-00034,16/10/20 16:12:31,24.38448604
004-0007-00034,16/10/20 16:12:28,378.4284079
004-0007-00034,16/10/20 16:12:26,373.8551673
004-0007-00034,16/10/20 16:12:25,375.0996335
004-0007-00034,16/10/20 16:12:24,368.856767
004-0007-00034,16/10/20 16:12:23,374.3525509
004-0007-00034,16/10/20 16:12:22,377.0400068
004-0007-00034,16/10/20 16:12:20,375.3094681
004-0007-00034,16/10/20 16:12:19,378.1898823
004-0007-00034,16/10/20 16:12:18,21.75170937
004-0007-00034,16/10/20 16:12:16,378.9064959
004-0007-00034,16/10/20 16:12:15,23.77993118
004-0007-00034,16/10/20 16:12:13,27.46069889
004-0007-00034,16/10/20 16:12:12,23.68790539
004-0007-00034,16/10/20 16:12:11,20.65906954
004-0007-00034,16/10/20 16:12:10,379.7763734
004-0007-00034,16/10/20 16:12:07,22.11834873
004-0007-00034,16/10/20 16:12:06,378.0556222
004-0007-00034,16/10/20 16:12:05,375.5115633
004-0007-00034,16/10/20 16:12:03,378.1249641
004-0007-00034,16/10/20 16:12:02,25.30228786
004-0007-00034,16/10/20 16:12:01,376.4013069
004-0007-00034,16/10/20 16:11:59,371.055051
004-0007-00034,16/10/20 16:11:58,370.2884825
004-0007-00034,16/10/20 16:11:57,372.0146489
004-0007-00034,16/10/20 16:11:55,370.3040519
004-0007-00034,16/10/20 16:11:54,374.8149611
004-0007-00034,16/10/20 16:11:53,373.9397083
004-0007-00034,16/10/20 16:11:52,376.336626
004-0007-00034,16/10/20 16:11:50,376.8124327
004-0007-00034,16/10/20 16:11:49,379.3713152
004-0007-00034,16/10/20 16:11:47,372.2245465
004-0007-00034,16/10/20 16:11:46,371.4232943
004-0007-00034,16/10/20 16:11:45,375.5218306
004-0007-00034,16/10/20 16:11:44,28.04020543
004-0007-00034,16/10/20 16:11:43,365.3919711
004-0007-00034,16/10/20 16:11:41,357.6196874
004-0007-00034,16/10/20 16:11:40,365.7869775
004-0007-00034,16/10/20 16:11:39,358.2701278
004-0007-00034,16/10/20 16:11:38,359.6530537
004-0007-00034,16/10/20 16:11:37,362.8270623
004-0007-00034,16/10/20 16:11:36,378.1527665
004-0007-00034,16/10/20 16:11:33,373.3610997
004-0007-00034,16/10/20 16:11:31,375.369287
004-0007-00034,16/10/20 16:11:30,379.2095666
004-0007-00034,16/10/20 16:11:29,374.9364065
004-0007-00034,16/10/20 16:11:28,370.256757
004-0007-00034,16/10/20 16:11:27,371.9674959
004-0007-00034,16/10/20 16:11:25,372.8058976
004-0007-00034,16/10/20 16:11:23,371.1543397
004-0007-00034,16/10/20 16:11:22,369.179838
004-0007-00034,16/10/20 16:11:20,375.0796579
004-0007-00034,16/10/20 16:11:19,374.1011835
004-0007-00034,16/10/20 16:11:18,364.8524423
004-0007-00034,16/10/20 16:11:17,21.78968855
004-0007-00034,16/10/20 16:11:15,368.886714
004-0007-00034,16/10/20 16:11:14,370.4987083
004-0007-00034,16/10/20 16:11:13,377.4531733
004-0007-00034,16/10/20 16:11:11,372.4894735
004-0007-00034,16/10/20 16:11:10,374.0762098
004-0007-00034,16/10/20 16:11:09,368.5430434
004-0007-00034,16/10/20 16:11:07,368.8919141
004-0007-00034,16/10/20 16:11:06,363.6469016
004-0007-00034,16/10/20 16:11:05,319.3207258
004-0007-00034,16/10/20 16:11:04,208.7061218
004-0007-00034,16/10/20 16:11:02,372.6705402
004-0007-00034,16/10/20 16:11:01,359.8987827
004-0007-00034,16/10/20 16:11:00,354.9126079
004-0007-00034,16/10/20 16:10:58,365.4288239
004-0007-00034,16/10/20 16:10:57,366.3909261
004-0007-00034,16/10/20 16:10:55,368.0369237
004-0007-00034,16/10/20 16:10:54,367.4811156
004-0007-00034,16/10/20 16:10:53,23.2440191
004-0007-00034,16/10/20 16:10:52,379.2928795
004-0007-00034,16/10/20 16:10:50,375.9799537
004-0007-00034,16/10/20 16:10:46,370.7260295
004-0007-00034,16/10/20 16:10:44,29.78527712
004-0007-00034,16/10/20 16:10:43,30.39371588
004-0007-00034,16/10/20 16:10:41,26.88120418
004-0007-00034,16/10/20 16:10:40,374.8665993
004-0007-00034,16/10/20 16:10:38,359.4845014
004-0007-00034,16/10/20 16:10:37,361.870559
004-0007-00034,16/10/20 16:10:36,26.46452043
004-0007-00034,16/10/20 16:10:34,379.368669
004-0007-00034,16/10/20 16:10:33,26.66531996
004-0007-00034,16/10/20 16:10:31,379.1485187
004-0007-00034,16/10/20 16:10:30,371.1493181
004-0007-00034,16/10/20 16:10:29,370.6168852
004-0007-00034,16/10/20 16:10:27,370.1933487
004-0007-00034,16/10/20 16:10:26,375.2261229
004-0007-00034,16/10/20 16:10:25,28.45844597
004-0007-00034,16/10/20 16:10:24,375.2575077
004-0007-00034,16/10/20 16:10:22,372.6948875
004-0007-00034,16/10/20 16:10:21,21.1926411
004-0007-00034,16/10/20 16:10:16,371.336906
004-0007-00034,16/10/20 16:10:15,375.4045287
004-0007-00034,16/10/20 16:10:13,21.92475929
004-0007-00034,16/10/20 16:10:12,372.1842358
004-0007-00034,16/10/20 16:10:09,377.5097474
004-0007-00034,16/10/20 16:10:07,370.6803325
004-0007-00034,16/10/20 16:10:05,370.2706515
004-0007-00034,16/10/20 16:10:04,377.7405128
004-0007-00034,16/10/20 16:10:03,362.7514827
004-0007-00034,16/10/20 16:10:01,363.671759
004-0007-00034,16/10/20 16:10:00,365.6570758
004-0007-00034,16/10/20 16:09:59,370.2291686
004-0007-00034,16/10/20 16:09:57,377.001228
004-0007-00034,16/10/20 16:09:56,377.5136205
004-0007-00034,16/10/20 16:09:55,374.9682754
004-0007-00034,16/10/20 16:09:53,371.7953117
004-0007-00034,16/10/20 16:09:51,371.9068921
004-0007-00034,16/10/20 16:09:50,372.0183728
004-0007-00034,16/10/20 16:09:48,369.7132923
004-0007-00034,16/10/20 16:09:47,372.3008675
004-0007-00034,16/10/20 16:09:46,373.4287784
004-0007-00034,16/10/20 16:09:45,374.4574296
004-0007-00034,16/10/20 16:09:42,377.3527644
004-0007-00034,16/10/20 16:09:41,376.9123862
