Serial Number,NZDT,Latitude,Longitude,GPS Heading,GPS Speed
004-0007-00041,16/10/20 16:36:07,-37.5557699,175.4591531,15,1.405471481
004-0007-00041,16/10/20 16:36:06,-37.555782,175.4591485,15,1.336493346
004-0007-00041,16/10/20 16:36:05,-37.5557935,175.4591441,12,0.631288028
004-0007-00041,16/10/20 16:36:03,-37.5558046,175.4591411,7,1.261327845
004-0007-00041,16/10/20 16:36:02,-37.5558274,175.4591373,20,0.679286628
004-0007-00041,16/10/20 16:36:00,-37.5558389,175.4591321,25,1.639039331
004-0007-00041,16/10/20 16:35:59,-37.5558518,175.4591231,21,1.069640277
004-0007-00041,16/10/20 16:35:58,-37.5558606,175.4591182,3,1.706272515
004-0007-00041,16/10/20 16:35:57,-37.5558759,175.4591168,4,0.60336008
004-0007-00041,16/10/20 16:35:55,-37.5558867,175.4591155,350,1.199397053
004-0007-00041,16/10/20 16:35:54,-37.555909,175.4591221,354,1.218652115
004-0007-00041,16/10/20 16:35:53,-37.5559199,175.4591235,0,1.234933522
004-0007-00041,16/10/20 16:35:52,-37.555931,175.4591232,1,0.66761116
004-0007-00041,16/10/20 16:35:50,-37.5559553,175.459122,4,1.169537521
004-0007-00041,16/10/20 16:35:49,-37.5559658,175.4591213,9,0.918790907
004-0007-00041,16/10/20 16:35:47,-37.5559821,175.4591179,1,1.32389841
004-0007-00041,16/10/20 16:35:46,-37.555994,175.4591176,355,1.153250683
004-0007-00041,16/10/20 16:35:45,-37.5560043,175.4591191,358,1.813046281
004-0007-00041,16/10/20 16:35:44,-37.5560206,175.4591191,359,1.168443871
004-0007-00041,16/10/20 16:35:43,-37.5560311,175.4591195,353,1.201852819
004-0007-00041,16/10/20 16:35:42,-37.5560418,175.4591214,359,1.246893165
004-0007-00041,16/10/20 16:35:41,-37.556053,175.459122,7,1.391581908
004-0007-00041,16/10/20 16:35:40,-37.5560654,175.4591199,9,1.416043447
004-0007-00041,16/10/20 16:35:39,-37.556078,175.4591176,6,1.28639893
004-0007-00041,16/10/20 16:35:37,-37.556101,175.4591145,4,1.842118881
004-0007-00041,16/10/20 16:35:36,-37.5561175,175.4591127,359,1.357003965
004-0007-00041,16/10/20 16:35:35,-37.5561297,175.4591127,352,1.16881773
004-0007-00041,16/10/20 16:35:34,-37.5561401,175.4591146,352,1.291200991
004-0007-00041,16/10/20 16:35:33,-37.5561516,175.4591166,359,1.029026562
004-0007-00041,16/10/20 16:35:31,-37.5561701,175.4591162,11,1.206353643
004-0007-00041,16/10/20 16:35:30,-37.5561807,175.4591133,9,1.155689074
004-0007-00041,16/10/20 16:35:29,-37.5561909,175.4591108,2,1.201798085
004-0007-00041,16/10/20 16:35:28,-37.5562017,175.4591104,13,1.221272027
004-0007-00041,16/10/20 16:35:27,-37.5562125,175.4591079,26,1.172430984
004-0007-00041,16/10/20 16:35:26,-37.5562221,175.4591024,24,1.230372027
004-0007-00041,16/10/20 16:35:25,-37.5562322,175.4590967,16,2.066606723
004-0007-00041,16/10/20 16:35:24,-37.5562503,175.4590914,8,1.313168057
004-0007-00041,16/10/20 16:35:22,-37.5562738,175.4590885,2,1.272340385
004-0007-00041,16/10/20 16:35:18,-37.5563193,175.4590824,6,1.489795057
004-0007-00041,16/10/20 16:35:17,-37.5563326,175.4590804,2,1.468471254
004-0007-00041,16/10/20 16:35:16,-37.5563458,175.4590801,2,1.513980105
004-0007-00041,16/10/20 16:35:15,-37.5563594,175.4590794,3,1.03159285
004-0007-00041,16/10/20 16:35:13,-37.5563779,175.4590777,9,1.401098216
004-0007-00041,16/10/20 16:35:12,-37.5563903,175.4590749,7,2.08054549
004-0007-00041,16/10/20 16:35:11,-37.5564089,175.4590724,359,1.368155265
004-0007-00041,16/10/20 16:35:10,-37.5564212,175.4590723,1,1.358829864
004-0007-00041,16/10/20 16:35:09,-37.5564334,175.4590715,359,1.357118156
004-0007-00041,16/10/20 16:35:08,-37.5564456,175.4590713,351,1.372023189
004-0007-00041,16/10/20 16:35:07,-37.5564578,175.4590736,347,2.108125886
004-0007-00041,16/10/20 16:35:06,-37.5564764,175.4590782,355,1.330204137
004-0007-00041,16/10/20 16:35:05,-37.5564883,175.4590797,359,1.190191766
004-0007-00041,16/10/20 16:35:04,-37.556499,175.4590796,359,1.223654812
004-0007-00041,16/10/20 16:35:03,-37.55651,175.4590798,3,1.381046416
004-0007-00041,16/10/20 16:35:02,-37.5565224,175.459079,6,1.244776088
004-0007-00041,16/10/20 16:35:01,-37.5565335,175.4590772,8,1.181107108
004-0006-00014,16/10/20 16:04:12,-37.5534542,175.4591786,5,1.794452911
004-0006-00014,16/10/20 16:04:11,-37.5534703,175.4591773,5,1.159499998
004-0006-00014,16/10/20 16:04:10,-37.5534807,175.4591764,4,1.213970032
004-0006-00014,16/10/20 16:04:09,-37.5534916,175.4591757,7,1.702772893
004-0006-00014,16/10/20 16:04:08,-37.5535068,175.4591734,3,1.258006329
004-0006-00014,16/10/20 16:04:07,-37.5535181,175.4591728,3,0.846274322
004-0006-00014,16/10/20 16:04:05,-37.5535333,175.4591719,4,1.272412364
004-0006-00014,16/10/20 16:04:04,-37.5535447,175.4591707,359,1.606443667
004-0006-00014,16/10/20 16:04:03,-37.5535591,175.4591721,354,1.280183621
004-0006-00014,16/10/20 16:04:02,-37.5535705,175.4591741,0,1.101738151
004-0006-00014,16/10/20 16:04:01,-37.5535804,175.4591737,359,0.912084632
004-0006-00014,16/10/20 16:03:59,-37.5535968,175.4591737,359,1.635931361
004-0006-00014,16/10/20 16:03:58,-37.5536115,175.4591743,0,1.324366584
004-0006-00014,16/10/20 16:03:57,-37.5536234,175.4591748,1,1.145802545
004-0006-00014,16/10/20 16:03:56,-37.5536337,175.4591746,2,1.113168797
004-0006-00014,16/10/20 16:03:55,-37.5536437,175.4591741,0,1.857538215
004-0006-00014,16/10/20 16:03:54,-37.5536604,175.4591741,359,1.079073011
004-0006-00014,16/10/20 16:03:53,-37.5536701,175.4591739,1,0.673458457
004-0006-00014,16/10/20 16:03:51,-37.5536822,175.4591733,3,1.449226278
004-0006-00014,16/10/20 16:03:49,-37.5537082,175.4591711,358,1.992958996
004-0006-00014,16/10/20 16:03:48,-37.5537261,175.4591721,0,0.763868363
004-0006-00014,16/10/20 16:03:45,-37.5537467,175.4591717,359,1.345880982
004-0006-00014,16/10/20 16:03:44,-37.55377,175.4591716,7,0.547172307
004-0006-00014,16/10/20 16:03:42,-37.5537798,175.4591705,6,1.035220314
004-0006-00014,16/10/20 16:03:40,-37.5537983,175.4591679,4,1.31749125
004-0006-00014,16/10/20 16:03:39,-37.5538101,175.4591666,4,1.203891769
004-0006-00014,16/10/20 16:03:38,-37.5538209,175.4591657,4,1.124662169
004-0006-00014,16/10/20 16:03:37,-37.553831,175.4591651,4,1.56208654
004-0006-00014,16/10/20 16:03:36,-37.553845,175.4591637,5,2.165762293
004-0006-00014,16/10/20 16:03:35,-37.5538644,175.4591616,2,1.27962761
004-0006-00014,16/10/20 16:03:34,-37.5538759,175.4591612,1,1.781070067
004-0006-00014,16/10/20 16:03:33,-37.5538919,175.4591604,353,1.499462275
004-0006-00014,16/10/20 16:03:31,-37.5539188,175.4591627,358,1.290746417
004-0006-00014,16/10/20 16:03:30,-37.5539304,175.4591631,358,0.646348004
004-0006-00014,16/10/20 16:03:28,-37.553942,175.459164,4,1.226690619
004-0006-00014,16/10/20 16:03:27,-37.5539638,175.4591607,4,1.393740567
004-0006-00014,16/10/20 16:03:26,-37.5539763,175.4591596,3,0.663279419
004-0006-00014,16/10/20 16:03:24,-37.5539995,175.4591573,1,0.584371143
004-0006-00014,16/10/20 16:03:22,-37.5540204,175.459157,357,1.501834943
004-0006-00014,16/10/20 16:03:21,-37.5540339,175.4591573,354,1.354306258
004-0006-00014,16/10/20 16:03:19,-37.5540582,175.4591593,358,0.906619297
004-0006-00014,16/10/20 16:03:17,-37.5540745,175.459159,355,1.635397085
004-0006-00014,16/10/20 16:03:14,-37.5541186,175.4591601,4,1.188494881
004-0006-00014,16/10/20 16:03:13,-37.5541292,175.4591584,356,1.234682529
004-0006-00014,16/10/20 16:03:12,-37.5541403,175.4591583,348,1.465746108
004-0006-00014,16/10/20 16:03:11,-37.5541532,175.4591617,349,1.232215663
004-0006-00014,16/10/20 16:03:10,-37.5541641,175.4591642,353,0.86243143
004-0006-00014,16/10/20 16:03:08,-37.5541795,175.4591665,352,1.521943421
004-0006-00014,16/10/20 16:03:07,-37.5541931,175.4591684,354,1.460934626
004-0006-00014,16/10/20 16:03:06,-37.5542062,175.4591696,355,1.349359656
004-0006-00014,16/10/20 16:03:05,-37.5542183,175.4591707,353,1.234906385
004-0006-00014,16/10/20 16:03:04,-37.5542293,175.4591726,358,1.180645278
004-0006-00014,16/10/20 16:03:03,-37.5542399,175.4591733,1,2.314936559
004-0006-00014,16/10/20 16:03:02,-37.5542607,175.4591724,0,1.613697136
004-0006-00014,16/10/20 16:03:01,-37.5542752,175.4591718,1,2.048161706
004-0006-00014,16/10/20 16:03:00,-37.5542936,175.4591709,351,0.624206479
004-0006-00014,16/10/20 16:02:58,-37.5543047,175.459173,354,1.359065173
004-0006-00014,16/10/20 16:02:56,-37.5543291,175.4591747,357,1.65213827
004-0006-00014,16/10/20 16:02:54,-37.5543588,175.4591755,3,1.295330722
004-0006-00014,16/10/20 16:02:53,-37.5543704,175.4591742,359,1.457110816
004-0006-00014,16/10/20 16:02:52,-37.5543835,175.4591742,352,1.332067241
004-0006-00014,16/10/20 16:02:50,-37.5544073,175.4591776,2,1.268050653
004-0006-00014,16/10/20 16:02:49,-37.5544187,175.4591775,7,1.105786229
004-0006-00014,16/10/20 16:02:47,-37.5544384,175.4591741,2,1.280232994
004-0006-00014,16/10/20 16:02:46,-37.5544499,175.4591735,357,1.837402034
004-0006-00014,16/10/20 16:02:45,-37.5544664,175.4591745,356,1.271711747
004-0006-00014,16/10/20 16:02:43,-37.5544892,175.4591767,356,1.238442268
004-0006-00014,16/10/20 16:02:42,-37.5545003,175.4591778,4,1.294582744
004-0006-00014,16/10/20 16:02:41,-37.5545119,175.4591766,1,1.391375699
004-0006-00014,16/10/20 16:02:40,-37.5545244,175.459176,358,1.201572425
004-0006-00014,16/10/20 16:02:39,-37.5545352,175.4591763,359,1.168211766
004-0006-00014,16/10/20 16:02:38,-37.5545457,175.459176,1,0.601044105
004-0006-00014,16/10/20 16:02:36,-37.5545565,175.4591755,1,1.213555031
004-0006-00014,16/10/20 16:02:35,-37.5545674,175.4591749,5,1.231607696
004-0006-00014,16/10/20 16:02:34,-37.5545784,175.4591733,358,1.324688318
004-0006-00014,16/10/20 16:02:33,-37.5545903,175.4591739,357,1.101210531
004-0006-00014,16/10/20 16:02:32,-37.5546117,175.4591741,355,1.247762905
004-0006-00014,16/10/20 16:02:29,-37.5546453,175.4591765,355,1.23994295
004-0006-00014,16/10/20 16:02:28,-37.5546564,175.4591778,354,0.597045791
004-0006-00014,16/10/20 16:02:26,-37.5546671,175.4591789,359,1.290746407
004-0006-00014,16/10/20 16:02:25,-37.5546787,175.4591785,359,1.27917337
004-0006-00014,16/10/20 16:02:24,-37.5546902,175.4591786,359,1.735207726
004-0006-00014,16/10/20 16:02:23,-37.5547058,175.4591785,357,1.313574249
004-0006-00014,16/10/20 16:02:22,-37.5547176,175.4591791,359,1.101738134
004-0006-00014,16/10/20 16:02:21,-37.5547275,175.4591795,4,1.259975752
004-0006-00014,16/10/20 16:02:20,-37.5547388,175.4591785,5,0.8756465
004-0006-00014,16/10/20 16:02:18,-37.5547545,175.459177,359,2.27197229
004-0006-00014,16/10/20 16:02:17,-37.5547749,175.4591783,351,0.528107438
004-0006-00014,16/10/20 16:02:15,-37.5547843,175.45918,350,1.113803991
004-0006-00014,16/10/20 16:02:14,-37.5547942,175.4591819,358,1.105424292
004-0006-00014,16/10/20 16:02:13,-37.5548041,175.459183,0,1.234682528
004-0006-00014,16/10/20 16:02:12,-37.5548152,175.4591831,5,1.732155699
004-0006-00014,16/10/20 16:02:11,-37.5548307,175.4591812,1,1.379502716
004-0006-00014,16/10/20 16:02:10,-37.5548431,175.4591809,359,1.14010579
004-0006-00014,16/10/20 16:02:08,-37.5548636,175.4591809,356,1.247762892
004-0006-00014,16/10/20 16:02:07,-37.5548748,175.4591817,1,1.746862928
004-0006-00014,16/10/20 16:02:06,-37.5548905,175.4591812,2,0.690312817
004-0006-00014,16/10/20 16:02:04,-37.5549029,175.4591805,1,1.748104474
004-0006-00014,16/10/20 16:02:03,-37.5549186,175.4591796,359,1.301389048
004-0006-00014,16/10/20 16:02:02,-37.5549303,175.4591796,359,0.901348578
004-0006-00014,16/10/20 16:02:00,-37.5549465,175.459179,0,1.235780286
004-0006-00014,16/10/20 16:01:59,-37.5549576,175.4591784,357,1.469526199
004-0006-00014,16/10/20 16:01:58,-37.5549708,175.4591791,359,1.245774132
004-0006-00014,16/10/20 16:01:57,-37.554982,175.4591791,2,1.893384687
004-0006-00014,16/10/20 16:01:56,-37.554999,175.459178,359,1.379502714
004-0006-00014,16/10/20 16:01:55,-37.5550114,175.4591777,2,1.895511536
004-0006-00014,16/10/20 16:01:54,-37.5550284,175.4591762,359,1.290296092
004-0006-00014,16/10/20 16:01:53,-37.55504,175.4591761,355,1.331060621
004-0006-00014,16/10/20 16:01:51,-37.5550639,175.4591777,1,1.212405182
004-0006-00014,16/10/20 16:01:50,-37.5550748,175.4591777,359,1.479592461
004-0006-00014,16/10/20 16:01:49,-37.5550881,175.459178,0,1.446014624
004-0006-00014,16/10/20 16:01:48,-37.5551011,175.4591781,0,1.223654817
004-0006-00014,16/10/20 16:01:47,-37.5551121,175.4591779,357,1.268050652
004-0006-00014,16/10/20 16:01:46,-37.5551235,175.4591778,356,0.76273749
004-0006-00014,16/10/20 16:01:44,-37.5551498,175.459179,359,1.223654817
004-0006-00014,16/10/20 16:01:43,-37.5551608,175.4591792,1,1.35726089
004-0006-00014,16/10/20 16:01:42,-37.555173,175.4591789,1,1.535880059
004-0006-00014,16/10/20 16:01:41,-37.5551868,175.4591783,0,1.401744668
004-0006-00014,16/10/20 16:01:40,-37.5551994,175.459178,0,1.268508857
004-0006-00014,16/10/20 16:01:39,-37.5552108,175.4591776,0,1.336179497
004-0006-00014,16/10/20 16:01:38,-37.5552228,175.4591769,357,1.524077514
004-0006-00014,16/10/20 16:01:37,-37.5552365,175.4591772,357,1.991967253
004-0006-00014,16/10/20 16:01:36,-37.5552544,175.4591779,1,1.35957814
004-0006-00014,16/10/20 16:01:34,-37.5552788,175.459176,359,0.76193707
004-0006-00014,16/10/20 16:01:32,-37.5552925,175.4591759,358,0.989955299
004-0006-00014,16/10/20 16:01:30,-37.5553103,175.459176,357,1.257174498
004-0006-00014,16/10/20 16:01:29,-37.5553216,175.4591763,358,1.446014624
004-0006-00014,16/10/20 16:01:28,-37.5553346,175.4591764,358,1.301508123
004-0006-00014,16/10/20 16:01:27,-37.5553463,175.4591766,0,1.201411194
004-0006-00014,16/10/20 16:01:26,-37.5553571,175.4591768,2,1.34660043
004-0006-00014,16/10/20 16:01:25,-37.5553692,175.4591763,2,1.424177181
004-0006-00014,16/10/20 16:01:24,-37.555382,175.4591759,0,1.868744127
004-0006-00014,16/10/20 16:01:23,-37.5553988,175.4591757,4,2.050335788
004-0006-00014,16/10/20 16:01:22,-37.5554172,175.4591743,1,1.312777662
004-0006-00014,16/10/20 16:01:21,-37.555429,175.459174,3,1.158430158
004-0006-00014,16/10/20 16:01:20,-37.5554394,175.4591733,3,0.685477888
004-0006-00014,16/10/20 16:01:18,-37.5554517,175.4591723,0,1.991091846
004-0006-00014,16/10/20 16:01:17,-37.5554696,175.4591725,355,1.19746099
004-0006-00014,16/10/20 16:01:16,-37.5554803,175.459174,2,1.791146423
004-0006-00014,16/10/20 16:01:14,-37.5555125,175.4591732,0,1.290266066
004-0006-00014,16/10/20 16:01:13,-37.5555241,175.4591732,2,1.324688291
004-0006-00014,16/10/20 16:01:12,-37.555536,175.4591726,0,1.557242544
004-0006-00014,16/10/20 16:01:11,-37.55555,175.4591727,2,0.745876436
004-0006-00014,16/10/20 16:01:09,-37.5555634,175.459172,5,1.242658147
004-0006-00014,16/10/20 16:01:08,-37.5555745,175.4591704,5,1.234905971
004-0006-00014,16/10/20 16:01:07,-37.5555855,175.4591685,3,1.417246215
004-0006-00014,16/10/20 16:01:06,-37.5555982,175.4591672,1,1.791860056
004-0006-00014,16/10/20 16:01:05,-37.5556143,175.4591665,3,1.314900757
004-0006-00014,16/10/20 16:01:04,-37.5556261,175.4591656,4,1.260621221
004-0006-00014,16/10/20 16:01:03,-37.5556374,175.4591645,6,1.160134504
004-0006-00014,16/10/20 16:01:02,-37.5556478,175.4591635,13,1.273455263
004-0006-00014,16/10/20 16:01:01,-37.555659,175.4591605,14,1.680258731
004-0006-00014,16/10/20 16:01:00,-37.5556736,175.4591556,12,1.286177248
004-0006-00014,16/10/20 16:00:59,-37.5556849,175.4591525,6,1.156571718
004-0006-00014,16/10/20 16:00:58,-37.5556952,175.4591507,3,1.284251421
004-0006-00014,16/10/20 16:00:57,-37.5557067,175.4591494,357,1.347721986
004-0006-00014,16/10/20 16:00:56,-37.5557188,175.4591502,359,1.123972947
004-0006-00014,16/10/20 16:00:55,-37.5557289,175.4591506,2,0.879420823
004-0006-00014,16/10/20 16:00:53,-37.5557447,175.4591498,6,1.699834608
004-0006-00014,16/10/20 16:00:52,-37.5557599,175.4591478,2,1.268050651
004-0006-00014,16/10/20 16:00:51,-37.5557713,175.4591477,359,1.347290724
004-0006-00014,16/10/20 16:00:50,-37.5557834,175.4591484,25,0.430033618
004-0006-00014,16/10/20 16:00:49,-37.5557872,175.4591475,29,0.835476138
004-0006-00014,16/10/20 16:00:47,-37.5558011,175.4591403,10,1.17146651
004-0006-00014,16/10/20 16:00:46,-37.5558115,175.4591382,3,1.69071638
004-0006-00014,16/10/20 16:00:45,-37.5558267,175.4591383,344,1.180366517
004-0006-00014,16/10/20 16:00:44,-37.5558369,175.459142,339,0.556974005
004-0006-00014,16/10/20 16:00:42,-37.5558461,175.459147,343,1.455769583
004-0006-00014,16/10/20 16:00:40,-37.5558717,175.4591539,359,1.936379698
004-0006-00014,16/10/20 16:00:39,-37.5558891,175.4591546,351,1.286301783
004-0006-00014,16/10/20 16:00:37,-37.555912,175.4591587,2,0.931434893
004-0006-00014,16/10/20 16:00:35,-37.5559287,175.4591571,7,1.13115388
004-0006-00014,16/10/20 16:00:34,-37.5559388,175.4591556,3,1.269516298
004-0006-00014,16/10/20 16:00:33,-37.5559502,175.4591549,3,1.137306852
004-0006-00014,16/10/20 16:00:32,-37.5559604,175.459154,2,2.037807617
004-0006-00014,16/10/20 16:00:31,-37.5559787,175.4591529,4,1.175585753
004-0006-00014,16/10/20 16:00:29,-37.5559998,175.4591513,8,1.29243062
004-0006-00014,16/10/20 16:00:28,-37.5560113,175.4591492,14,0.729408005
004-0006-00014,16/10/20 16:00:26,-37.5560347,175.4591403,17,1.158807789
004-0006-00014,16/10/20 16:00:25,-37.5560446,175.4591362,14,1.900205652
004-0006-00014,16/10/20 16:00:24,-37.5560612,175.4591311,5,0.86651374
004-0006-00014,16/10/20 16:00:22,-37.5560767,175.4591291,3,1.269973958
004-0006-00014,16/10/20 16:00:21,-37.5560881,175.4591283,4,1.240786057
004-0006-00014,16/10/20 16:00:20,-37.5560992,175.4591269,1,1.190159215
004-0006-00014,16/10/20 16:00:19,-37.5561099,175.4591269,357,1.646578029
004-0006-00014,16/10/20 16:00:18,-37.5561247,175.4591273,358,0.612333761
004-0006-00014,16/10/20 16:00:16,-37.5561357,175.4591279,358,1.191753161
004-0006-00014,16/10/20 16:00:15,-37.5561569,175.4591291,356,0.968509905
004-0006-00014,16/10/20 16:00:13,-37.5561743,175.45913,4,1.195647724
004-0006-00014,16/10/20 16:00:12,-37.556185,175.4591287,7,1.310998755
004-0006-00014,16/10/20 16:00:11,-37.5561967,175.4591269,11,1.141214356
004-0006-00014,16/10/20 16:00:10,-37.5562067,175.459124,11,1.166610456
004-0006-00014,16/10/20 16:00:09,-37.556217,175.4591215,5,1.152276029
004-0006-00014,16/10/20 16:00:08,-37.5562273,175.4591201,6,1.102807895
004-0006-00014,16/10/20 16:00:07,-37.5562371,175.4591182,0,1.679662743
004-0006-00014,16/10/20 16:00:06,-37.5562522,175.4591184,3,0.875026779
004-0006-00014,16/10/20 16:00:04,-37.5562679,175.4591171,1,1.891419298
004-0006-00014,16/10/20 16:00:03,-37.5562849,175.4591166,1,0.589518116
004-0006-00014,16/10/20 16:00:01,-37.5562955,175.4591166,3,1.828327104
004-0006-00014,16/10/20 16:00:00,-37.5563119,175.4591152,6,1.216997841
004-0006-00014,16/10/20 15:59:59,-37.5563228,175.459114,7,1.244776142
004-0006-00014,16/10/20 15:59:58,-37.5563339,175.4591122,7,0.556901733
004-0006-00014,16/10/20 15:59:56,-37.5563438,175.4591103,6,2.416087342
004-0006-00014,16/10/20 15:59:55,-37.5563654,175.4591074,6,1.174396791
004-0006-00014,16/10/20 15:59:54,-37.5563759,175.459106,9,1.19952959
004-0006-00014,16/10/20 15:59:53,-37.5563866,175.4591043,15,1.07686115
004-0006-00014,16/10/20 15:59:52,-37.5563959,175.4591009,16,1.233034269
004-0006-00014,16/10/20 15:59:51,-37.5564065,175.4590968,15,1.260069943
004-0006-00014,16/10/20 15:59:50,-37.5564174,175.4590929,16,1.201166316
004-0006-00014,16/10/20 15:59:49,-37.5564277,175.4590888,4,1.329359279
004-0006-00014,16/10/20 15:59:48,-37.5564396,175.4590874,355,1.194091394
004-0006-00014,16/10/20 15:59:47,-37.5564503,175.4590885,348,1.083080821
004-0006-00014,16/10/20 15:59:46,-37.5564598,175.4590912,346,1.072101751
004-0006-00014,16/10/20 15:59:45,-37.5564691,175.4590944,352,1.105614585
004-0006-00014,16/10/20 15:59:44,-37.5564789,175.4590965,359,0.662051615
004-0006-00014,16/10/20 15:59:42,-37.5565014,175.4590967,4,0.554024719
004-0006-00014,16/10/20 15:59:40,-37.556524,175.4590941,5,0.839328073
004-0006-00014,16/10/20 15:59:38,-37.556539,175.459092,1,1.713301258
004-0005-00344,16/10/20 16:39:53,-37.5534465,175.4591723,2,1.090940586
004-0005-00344,16/10/20 16:39:52,-37.5534563,175.4591718,4,1.627982542
004-0005-00344,16/10/20 16:39:51,-37.5534709,175.4591705,359,1.25702041
004-0005-00344,16/10/20 16:39:50,-37.5534822,175.4591703,1,1.101210533
004-0005-00344,16/10/20 16:39:49,-37.5534921,175.4591702,4,1.723851986
004-0005-00344,16/10/20 16:39:48,-37.5535075,175.459168,0,1.19067996
004-0005-00344,16/10/20 16:39:47,-37.5535182,175.4591676,359,0.823853553
004-0005-00344,16/10/20 16:39:45,-37.553533,175.4591668,0,1.190679959
004-0005-00344,16/10/20 16:39:44,-37.5535437,175.4591664,3,1.683464419
004-0005-00344,16/10/20 16:39:43,-37.5535588,175.4591651,357,0.835627471
004-0005-00344,16/10/20 16:39:41,-37.5535738,175.4591662,355,1.490861699
004-0005-00344,16/10/20 16:39:40,-37.5535871,175.4591683,1,0.99029769
004-0005-00344,16/10/20 16:39:39,-37.553596,175.459168,4,0.756823741
004-0005-00344,16/10/20 16:39:37,-37.5536096,175.4591674,3,0.84117968
004-0005-00344,16/10/20 16:39:35,-37.5536247,175.4591663,0,1.056683415
004-0005-00344,16/10/20 16:39:34,-37.5536342,175.4591663,5,1.588294183
004-0005-00344,16/10/20 16:39:33,-37.5536484,175.4591644,358,1.169106886
004-0005-00344,16/10/20 16:39:32,-37.5536589,175.459165,359,0.790173228
004-0005-00344,16/10/20 16:39:30,-37.5536731,175.4591644,3,1.659216996
004-0005-00344,16/10/20 16:39:29,-37.553688,175.4591635,2,1.047374579
004-0005-00344,16/10/20 16:39:28,-37.5536974,175.4591628,5,0.850874309
004-0005-00344,16/10/20 16:39:26,-37.5537126,175.4591606,1,1.635931359
004-0005-00344,16/10/20 16:39:25,-37.5537273,175.45916,1,1.123559256
004-0005-00344,16/10/20 16:39:24,-37.5537374,175.4591598,0,1.245898527
004-0005-00344,16/10/20 16:39:23,-37.5537486,175.4591596,354,0.835935732
004-0005-00344,16/10/20 16:39:21,-37.5537635,175.4591621,2,1.715199766
004-0005-00344,16/10/20 16:39:20,-37.5537789,175.4591611,6,1.105424408
004-0005-00344,16/10/20 16:39:19,-37.5537888,175.45916,8,1.633470727
004-0005-00344,16/10/20 16:39:18,-37.5538034,175.459158,6,0.887414294
004-0005-00344,16/10/20 16:39:16,-37.5538191,175.4591544,3,0.779056545
004-0005-00344,16/10/20 16:39:14,-37.5538331,175.4591538,1,1.947238494
004-0005-00344,16/10/20 16:39:13,-37.5538506,175.4591532,7,1.95707773
004-0005-00344,16/10/20 16:39:12,-37.553868,175.4591499,2,0.602958762
004-0005-00344,16/10/20 16:39:10,-37.5538788,175.4591487,357,1.168045934
004-0005-00344,16/10/20 16:39:09,-37.5538893,175.4591489,352,2.013383205
004-0005-00344,16/10/20 16:39:08,-37.5539072,175.4591523,355,1.474973621
004-0005-00344,16/10/20 16:39:07,-37.5539204,175.4591539,358,1.030465703
004-0005-00344,16/10/20 16:39:05,-37.5539389,175.4591552,359,1.302133109
004-0005-00344,16/10/20 16:39:04,-37.5539506,175.4591557,1,1.29038617
004-0005-00344,16/10/20 16:39:03,-37.5539622,175.4591559,4,1.281080088
004-0005-00344,16/10/20 16:39:02,-37.5539737,175.4591551,6,1.947870379
004-0005-00344,16/10/20 16:39:01,-37.5539911,175.4591526,7,2.289909285
004-0005-00344,16/10/20 16:39:00,-37.5540115,175.4591491,3,0.712741198
004-0005-00344,16/10/20 16:38:58,-37.5540243,175.4591483,1,1.880793829
004-0005-00344,16/10/20 16:38:57,-37.5540412,175.4591476,358,0.601430747
004-0005-00344,16/10/20 16:38:55,-37.554052,175.4591483,359,1.801923298
004-0005-00344,16/10/20 16:38:54,-37.5540682,175.4591483,5,1.421477336
004-0005-00344,16/10/20 16:38:53,-37.5540809,175.4591465,5,1.808876247
004-0005-00344,16/10/20 16:38:52,-37.5540971,175.4591447,0,0.873254021
004-0005-00344,16/10/20 16:38:50,-37.5541128,175.459145,0,1.924779398
004-0005-00344,16/10/20 16:38:49,-37.5541301,175.4591455,359,1.056765909
004-0005-00344,16/10/20 16:38:47,-37.5541491,175.4591458,0,1.735386339
004-0005-00344,16/10/20 16:38:46,-37.5541647,175.4591455,4,1.181694905
004-0005-00344,16/10/20 16:38:45,-37.5541753,175.4591446,5,1.262924273
004-0005-00344,16/10/20 16:38:44,-37.5541866,175.4591432,359,2.035810465
004-0005-00344,16/10/20 16:38:43,-37.5542049,175.4591428,356,1.036542064
004-0005-00344,16/10/20 16:38:41,-37.5542235,175.4591443,359,1.234776662
004-0005-00344,16/10/20 16:38:40,-37.5542346,175.4591441,354,1.867605858
004-0005-00344,16/10/20 16:38:39,-37.5542513,175.4591463,357,0.997412169
004-0005-00344,16/10/20 16:38:37,-37.5542692,175.4591477,355,1.50595684
004-0005-00344,16/10/20 16:38:36,-37.5542827,175.459149,355,2.015183462
004-0005-00344,16/10/20 16:38:35,-37.5543008,175.45915,2,1.20591747
004-0005-00344,16/10/20 16:38:34,-37.5543116,175.4591488,2,0.929144462
004-0005-00344,16/10/20 16:38:32,-37.5543283,175.4591482,1,2.003084967
004-0005-00344,16/10/20 16:38:31,-37.5543463,175.4591475,357,0.929811384
004-0005-00344,16/10/20 16:38:29,-37.554363,175.4591485,352,1.153251015
004-0005-00344,16/10/20 16:38:28,-37.5543733,175.45915,351,1.874997079
004-0005-00344,16/10/20 16:38:27,-37.55439,175.4591529,357,0.930529871
004-0005-00344,16/10/20 16:38:25,-37.5544067,175.4591542,4,1.146884049
