Serial Number,NZDT,Latitude,Longitude,GPS Heading,GPS Speed
004-0008-00009,16/10/20 16:02:14,-37.5555985,175.4591242,357,1.695841441
004-0008-00009,16/10/20 16:02:13,-37.5556137,175.4591257,356,0.850384417
004-0008-00009,16/10/20 16:02:11,-37.5556289,175.4591278,358,1.035036508
004-0008-00009,16/10/20 16:02:10,-37.5556382,175.4591282,0,1.035036508
004-0008-00009,16/10/20 16:02:09,-37.5556475,175.4591278,1,1.224667537
004-0008-00009,16/10/20 16:02:08,-37.5556585,175.4591272,6,1.017688171
004-0008-00009,16/10/20 16:02:07,-37.5556676,175.459126,1,1.056720078
004-0008-00009,16/10/20 16:02:06,-37.5556771,175.4591259,353,1.756064674
004-0008-00009,16/10/20 16:02:05,-37.5556928,175.459128,2,0.752656698
004-0008-00009,16/10/20 16:02:03,-37.5557063,175.4591268,18,0.973864729
004-0008-00009,16/10/20 16:02:02,-37.5557144,175.4591226,8,0.899581347
004-0008-00009,16/10/20 16:02:01,-37.5557224,175.4591211,1,1.66881898
004-0008-00009,16/10/20 16:02:00,-37.5557374,175.4591215,1,1.145701097
004-0008-00009,16/10/20 16:01:59,-37.5557477,175.4591214,0,1.10205455
004-0008-00009,16/10/20 16:01:58,-37.5557576,175.4591209,359,1.090087906
004-0008-00009,16/10/20 16:01:57,-37.5557674,175.459121,0,0.823112533
004-0008-00009,16/10/20 16:01:55,-37.5557822,175.4591209,5,1.497119108
004-0008-00009,16/10/20 16:01:54,-37.5557956,175.4591193,356,0.854282036
004-0008-00009,16/10/20 16:01:53,-37.5558032,175.4591207,3,1.338931098
004-0008-00009,16/10/20 16:01:52,-37.5558152,175.4591195,350,0.837572336
004-0008-00009,16/10/20 16:01:50,-37.5558302,175.4591212,350,1.09801997
004-0008-00009,16/10/20 16:01:49,-37.55584,175.4591227,350,1.708564049
004-0008-00009,16/10/20 16:01:48,-37.5558552,175.4591255,6,0.801165957
004-0008-00009,16/10/20 16:01:46,-37.5558695,175.4591233,351,1.049259223
004-0008-00009,16/10/20 16:01:45,-37.5558789,175.4591243,345,1.032008907
004-0008-00009,16/10/20 16:01:44,-37.5558874,175.459129,2,1.16794642
004-0008-00009,16/10/20 16:01:43,-37.5558979,175.4591289,9,1.737858429
004-0008-00009,16/10/20 16:01:42,-37.5559132,175.4591249,9,1.054063231
004-0008-00009,16/10/20 16:01:41,-37.5559225,175.4591226,3,1.226090244
004-0008-00009,16/10/20 16:01:40,-37.5559335,175.4591217,6,0.886738142
004-0008-00009,16/10/20 16:01:38,-37.5559494,175.4591202,5,1.092324614
004-0008-00009,16/10/20 16:01:37,-37.5559592,175.4591194,3,1.903027941
004-0008-00009,16/10/20 16:01:36,-37.5559763,175.4591187,355,0.85492798
004-0008-00009,16/10/20 16:01:34,-37.5559915,175.4591216,351,0.917398379
004-0008-00009,16/10/20 16:01:32,-37.5560078,175.4591248,359,1.135772928
004-0008-00009,16/10/20 16:01:31,-37.556018,175.4591254,6,1.856542708
004-0008-00009,16/10/20 16:01:30,-37.5560346,175.4591232,2,1.21291634
004-0008-00009,16/10/20 16:01:29,-37.5560455,175.4591228,0,1.835313357
004-0008-00009,16/10/20 16:01:28,-37.556062,175.4591229,4,0.895789476
004-0008-00009,16/10/20 16:01:26,-37.5560781,175.4591223,4,1.21559639
004-0008-00009,16/10/20 16:01:25,-37.556089,175.4591213,7,1.908618093
004-0008-00009,16/10/20 16:01:24,-37.5561061,175.4591195,9,0.928391043
004-0008-00009,16/10/20 16:01:22,-37.5561226,175.4591163,5,1.163335843
004-0008-00009,16/10/20 16:01:21,-37.556133,175.4591149,1,1.779677332
004-0008-00009,16/10/20 16:01:20,-37.556149,175.4591149,358,0.935169871
004-0008-00009,16/10/20 16:01:18,-37.5561658,175.4591158,1,1.324688273
004-0008-00009,16/10/20 16:01:17,-37.5561777,175.4591152,358,1.90601816
004-0008-00009,16/10/20 16:01:16,-37.5561948,175.4591166,2,1.423986742
004-0008-00009,16/10/20 16:01:15,-37.5562076,175.4591163,2,1.050186035
004-0008-00009,16/10/20 16:01:12,-37.5562357,175.4591118,5,1.263813223
004-0008-00009,16/10/20 16:01:11,-37.556247,175.4591103,2,1.49307674
004-0008-00009,16/10/20 16:01:10,-37.5562604,175.4591093,2,1.413605838
004-0008-00009,16/10/20 16:01:09,-37.5562731,175.4591087,4,1.381523228
004-0008-00009,16/10/20 16:01:08,-37.5562855,175.4591078,3,1.491752846
004-0008-00009,16/10/20 16:01:07,-37.5562989,175.4591071,3,1.962092676
004-0008-00009,16/10/20 16:01:06,-37.5563165,175.4591056,6,1.509040467
004-0008-00009,16/10/20 16:01:05,-37.55633,175.4591039,4,1.253709931
004-0008-00009,16/10/20 16:01:04,-37.5563412,175.4591023,4,0.747433005
004-0008-00009,16/10/20 16:01:02,-37.5563546,175.459101,3,1.42703056
004-0008-00009,16/10/20 16:01:01,-37.5563674,175.4590999,7,2.002382988
004-0008-00009,16/10/20 16:01:00,-37.5563852,175.4590965,16,1.276885355
004-0008-00009,16/10/20 16:00:59,-37.5563963,175.4590928,23,1.233520779
004-0008-00009,16/10/20 16:00:58,-37.5564065,175.4590873,16,1.196016204
004-0008-00009,16/10/20 16:00:57,-37.5564167,175.459083,4,1.177460662
004-0008-00009,16/10/20 16:00:56,-37.5564272,175.4590813,354,1.116504762
004-0008-00009,16/10/20 16:00:55,-37.5564372,175.4590824,352,1.515189326
004-0008-00009,16/10/20 16:00:54,-37.5564507,175.4590847,350,1.202751287
004-0008-00009,16/10/20 16:00:51,-37.5564774,175.4590882,7,1.051803703
004-0008-00009,16/10/20 16:00:50,-37.5564868,175.4590869,8,0.747432997
004-0008-00009,16/10/20 16:00:48,-37.5565002,175.4590856,358,0.640116467
004-0008-00009,16/10/20 16:00:46,-37.5565117,175.4590862,303,0.023924144
004-0008-00009,16/10/20 16:00:45,-37.5565115,175.4590863,303,0.071772434
004-0008-00009,16/10/20 16:00:44,-37.5565121,175.459086,303,0.058334772
004-0008-00009,16/10/20 16:00:43,-37.5565126,175.4590858,303,0.114430773
004-0008-00009,16/10/20 16:00:42,-37.5565142,175.4590944,336,1.133657744
004-0008-00009,16/10/20 16:00:39,-37.5565346,175.4591043,358,1.390484365
004-0007-00034,16/10/20 16:12:58,-37.5534448,175.4591877,2,1.268508881
004-0007-00034,16/10/20 16:12:57,-37.5534562,175.4591873,0,1.768641975
004-0007-00034,16/10/20 16:12:56,-37.5534721,175.4591875,0,0.673458459
004-0007-00034,16/10/20 16:12:54,-37.5534842,175.4591881,357,1.795035769
004-0007-00034,16/10/20 16:12:53,-37.5535003,175.4591895,1,1.969732098
004-0007-00034,16/10/20 16:12:52,-37.553518,175.4591888,4,1.102898027
004-0007-00034,16/10/20 16:12:51,-37.5535279,175.4591881,5,1.220839991
004-0007-00034,16/10/20 16:12:48,-37.5535608,175.4591864,355,1.15893181
004-0007-00034,16/10/20 16:12:47,-37.5535712,175.4591872,352,0.589914073
004-0007-00034,16/10/20 16:12:45,-37.5535817,175.4591891,350,1.759332986
004-0007-00034,16/10/20 16:12:44,-37.5535973,175.4591924,350,2.06110229
004-0007-00034,16/10/20 16:12:43,-37.5536155,175.4591968,350,0.86350902
004-0007-00034,16/10/20 16:12:41,-37.5536309,175.4591993,0,1.323635016
004-0007-00034,16/10/20 16:12:40,-37.5536428,175.4591993,2,0.863154096
004-0007-00034,16/10/20 16:12:38,-37.5536583,175.4591983,4,1.690785126
004-0007-00034,16/10/20 16:12:37,-37.5536735,175.4591981,8,1.161008629
004-0007-00034,16/10/20 16:12:36,-37.5536837,175.4591953,14,1.199411357
004-0007-00034,16/10/20 16:12:35,-37.5536941,175.4591917,14,1.158198039
004-0007-00034,16/10/20 16:12:34,-37.5537042,175.4591885,11,0.825410348
004-0007-00034,16/10/20 16:12:32,-37.5537187,175.4591845,13,1.250939049
004-0007-00034,16/10/20 16:12:31,-37.5537296,175.459181,7,1.530280314
004-0007-00034,16/10/20 16:12:28,-37.5537705,175.459174,3,0.574522032
004-0007-00034,16/10/20 16:12:26,-37.5537808,175.459173,359,1.19133056
004-0007-00034,16/10/20 16:12:25,-37.5537915,175.4591724,0,1.902213466
004-0007-00034,16/10/20 16:12:24,-37.5538086,175.4591721,358,1.212532999
004-0007-00034,16/10/20 16:12:23,-37.5538195,175.4591723,1,1.781439832
004-0007-00034,16/10/20 16:12:22,-37.5538355,175.4591714,5,0.603793512
004-0007-00034,16/10/20 16:12:20,-37.5538463,175.45917,4,2.100899143
004-0007-00034,16/10/20 16:12:19,-37.5538651,175.4591677,6,1.76537188
004-0007-00034,16/10/20 16:12:18,-37.5538809,175.4591658,3,0.724078254
004-0007-00034,16/10/20 16:12:16,-37.5538939,175.4591649,4,1.750053795
004-0007-00034,16/10/20 16:12:15,-37.5539096,175.4591636,7,0.706817261
004-0007-00034,16/10/20 16:12:13,-37.5539222,175.4591615,7,1.479825086
004-0007-00034,16/10/20 16:12:12,-37.5539354,175.4591594,6,1.824315614
004-0007-00034,16/10/20 16:12:11,-37.5539517,175.4591571,5,1.150526684
004-0007-00034,16/10/20 16:12:10,-37.553962,175.4591559,3,1.171225876
004-0007-00034,16/10/20 16:12:07,-37.5539935,175.4591529,5,1.365230193
004-0007-00034,16/10/20 16:12:06,-37.5540057,175.4591512,5,1.764559649
004-0007-00034,16/10/20 16:12:05,-37.5540215,175.4591494,0,0.962148125
004-0007-00034,16/10/20 16:12:03,-37.5540388,175.4591493,3,1.072187675
004-0007-00034,16/10/20 16:12:02,-37.5540484,175.4591482,7,1.872681525
004-0007-00034,16/10/20 16:12:01,-37.5540651,175.4591455,353,0.930272844
004-0007-00034,16/10/20 16:11:59,-37.5540817,175.4591481,355,1.183758644
004-0007-00034,16/10/20 16:11:58,-37.5540923,175.4591493,355,1.885053093
004-0007-00034,16/10/20 16:11:57,-37.5541092,175.4591509,359,0.606266499
004-0007-00034,16/10/20 16:11:55,-37.5541201,175.4591511,359,1.836326355
004-0007-00034,16/10/20 16:11:54,-37.5541366,175.4591518,1,1.657324515
004-0007-00034,16/10/20 16:11:53,-37.5541515,175.4591518,2,1.201411198
004-0007-00034,16/10/20 16:11:52,-37.5541623,175.4591516,0,0.839831375
004-0007-00034,16/10/20 16:11:50,-37.5541774,175.4591518,0,1.713029901
004-0007-00034,16/10/20 16:11:49,-37.5541928,175.459152,1,0.87911241
004-0007-00034,16/10/20 16:11:47,-37.5542086,175.4591514,357,1.235435398
004-0007-00034,16/10/20 16:11:46,-37.5542197,175.4591519,355,1.18300562
004-0007-00034,16/10/20 16:11:45,-37.5542303,175.459153,356,1.838856394
004-0007-00034,16/10/20 16:11:44,-37.5542468,175.4591543,5,1.071428554
004-0007-00034,16/10/20 16:11:43,-37.5542564,175.4591533,4,0.851192749
004-0007-00034,16/10/20 16:11:41,-37.5542717,175.4591528,356,1.916067049
004-0007-00034,16/10/20 16:11:40,-37.5542889,175.459154,1,1.05672008
004-0007-00034,16/10/20 16:11:39,-37.5542984,175.4591539,0,1.123455802
004-0007-00034,16/10/20 16:11:38,-37.5543085,175.4591538,359,1.057599639
004-0007-00034,16/10/20 16:11:37,-37.554318,175.4591533,357,1.669027924
004-0007-00034,16/10/20 16:11:36,-37.554333,175.4591528,3,1.023656114
004-0007-00034,16/10/20 16:11:33,-37.5543605,175.4591497,0,0.96263121
004-0007-00034,16/10/20 16:11:31,-37.5543778,175.459149,4,1.837001364
004-0007-00034,16/10/20 16:11:30,-37.5543943,175.4591481,3,1.380625652
004-0007-00034,16/10/20 16:11:29,-37.5544067,175.4591474,6,1.144370673
004-0007-00034,16/10/20 16:11:28,-37.5544169,175.4591457,0,1.879784181
004-0007-00034,16/10/20 16:11:27,-37.5544338,175.4591457,2,0.824523391
004-0007-00034,16/10/20 16:11:25,-37.5544486,175.4591446,4,0.873863843
004-0007-00034,16/10/20 16:11:23,-37.5544643,175.4591438,359,1.290536281
004-0007-00034,16/10/20 16:11:22,-37.5544759,175.4591441,358,0.83538399
004-0007-00034,16/10/20 16:11:20,-37.5544909,175.4591451,359,1.257174503
004-0007-00034,16/10/20 16:11:19,-37.5545022,175.4591454,359,1.72785599
004-0007-00034,16/10/20 16:11:18,-37.5545177,175.4591467,356,1.741626185
004-0007-00034,16/10/20 16:11:17,-37.5545333,175.4591484,4,0.880620996
004-0007-00034,16/10/20 16:11:15,-37.554549,175.4591458,1,1.167913249
004-0007-00034,16/10/20 16:11:14,-37.5545595,175.4591458,359,1.702021327
004-0007-00034,16/10/20 16:11:13,-37.5545748,175.4591461,3,0.890371861
004-0007-00034,16/10/20 16:11:11,-37.5545908,175.4591454,358,1.237190283
004-0007-00034,16/10/20 16:11:10,-37.5546019,175.4591463,2,1.836326342
004-0007-00034,16/10/20 16:11:09,-37.5546184,175.4591456,0,0.962178324
004-0007-00034,16/10/20 16:11:07,-37.5546357,175.4591454,359,1.134578447
004-0007-00034,16/10/20 16:11:06,-37.5546459,175.4591455,2,1.809668438
004-0007-00034,16/10/20 16:11:05,-37.5546621,175.4591436,356,1.214114134
004-0007-00034,16/10/20 16:11:04,-37.5546729,175.4591456,316,0.585963803
004-0007-00034,16/10/20 16:11:02,-37.5546802,175.4591552,2,1.562805519
004-0007-00034,16/10/20 16:11:01,-37.5546942,175.4591537,0,1.52590669
004-0007-00034,16/10/20 16:11:00,-37.5547079,175.4591546,353,0.656621586
004-0007-00034,16/10/20 16:10:58,-37.5547196,175.4591566,353,1.896819229
004-0007-00034,16/10/20 16:10:57,-37.5547366,175.4591583,0,0.572985796
004-0007-00034,16/10/20 16:10:55,-37.5547469,175.4591586,359,1.657418019
004-0007-00034,16/10/20 16:10:54,-37.5547618,175.4591584,358,1.652989031
004-0007-00034,16/10/20 16:10:53,-37.5547766,175.4591601,356,1.071428502
004-0007-00034,16/10/20 16:10:52,-37.5547862,175.4591611,0,0.87881488
004-0007-00034,16/10/20 16:10:50,-37.554802,175.4591614,4,1.319527552
004-0007-00034,16/10/20 16:10:46,-37.5548493,175.4591566,2,1.568723841
004-0007-00034,16/10/20 16:10:44,-37.5548774,175.4591535,11,1.275310293
004-0007-00034,16/10/20 16:10:43,-37.5548886,175.4591504,16,0.858525356
004-0007-00034,16/10/20 16:10:41,-37.5549035,175.4591453,8,1.480847205
004-0007-00034,16/10/20 16:10:40,-37.5549166,175.4591423,6,0.745989146
004-0007-00034,16/10/20 16:10:38,-37.5549299,175.4591401,355,1.036271007
004-0007-00034,16/10/20 16:10:37,-37.5549392,175.4591408,356,1.052798018
004-0007-00034,16/10/20 16:10:36,-37.5549486,175.4591422,2,1.419334108
004-0007-00034,16/10/20 16:10:34,-37.5549741,175.4591409,1,1.090372195
004-0007-00034,16/10/20 16:10:33,-37.5549839,175.4591406,4,0.865290358
004-0007-00034,16/10/20 16:10:31,-37.5549993,175.4591378,1,1.779764407
004-0007-00034,16/10/20 16:10:30,-37.5550153,175.4591376,0,1.1024412
004-0007-00034,16/10/20 16:10:29,-37.5550252,175.459137,354,0.908614857
004-0007-00034,16/10/20 16:10:27,-37.5550415,175.4591384,357,1.123559252
004-0007-00034,16/10/20 16:10:26,-37.5550516,175.4591386,357,1.134680882
004-0007-00034,16/10/20 16:10:25,-37.5550618,175.4591388,6,1.593529586
004-0007-00034,16/10/20 16:10:24,-37.555076,175.4591364,6,0.882685811
004-0007-00034,16/10/20 16:10:22,-37.5550918,175.4591345,2,1.725881648
004-0007-00034,16/10/20 16:10:21,-37.5551073,175.4591336,0,1.050009626
004-0007-00034,16/10/20 16:10:16,-37.5551545,175.4591336,356,1.742404471
004-0007-00034,16/10/20 16:10:15,-37.5551701,175.4591354,1,0.873431462
004-0007-00034,16/10/20 16:10:13,-37.5551858,175.4591349,0,1.691815927
004-0007-00034,16/10/20 16:10:12,-37.555201,175.4591342,3,0.984110546
004-0007-00034,16/10/20 16:10:09,-37.5552275,175.4591323,4,1.553459083
004-0007-00034,16/10/20 16:10:07,-37.5552554,175.4591306,358,0.890371851
004-0007-00034,16/10/20 16:10:05,-37.5552714,175.4591313,2,1.101175349
004-0007-00034,16/10/20 16:10:04,-37.5552813,175.4591313,5,1.77008359
004-0007-00034,16/10/20 16:10:03,-37.5552971,175.4591289,359,0.589928712
004-0007-00034,16/10/20 16:10:01,-37.5553077,175.4591294,1,1.590610972
004-0007-00034,16/10/20 16:10:00,-37.555322,175.4591293,6,1.571482651
004-0007-00034,16/10/20 16:09:59,-37.555336,175.4591269,3,0.88030147
004-0007-00034,16/10/20 16:09:57,-37.5553518,175.4591257,2,1.257174497
004-0007-00034,16/10/20 16:09:56,-37.5553631,175.4591254,2,1.781852915
004-0007-00034,16/10/20 16:09:55,-37.5553791,175.4591244,4,0.62998785
004-0007-00034,16/10/20 16:09:53,-37.5553904,175.4591234,2,0.885163923
004-0007-00034,16/10/20 16:09:51,-37.5554063,175.4591225,2,1.691518198
004-0007-00034,16/10/20 16:09:50,-37.5554215,175.4591219,1,0.851317897
004-0007-00034,16/10/20 16:09:48,-37.5554368,175.4591213,0,1.824169265
004-0007-00034,16/10/20 16:09:47,-37.5554532,175.4591213,359,1.21269274
004-0007-00034,16/10/20 16:09:46,-37.5554641,175.4591216,1,1.779764406
004-0007-00034,16/10/20 16:09:45,-37.5554801,175.4591214,1,1.012195735
004-0007-00034,16/10/20 16:09:42,-37.5555074,175.4591213,1,1.690899686
004-0007-00034,16/10/20 16:09:41,-37.5555226,175.459121,359,0.572901269
004-0007-00034,16/10/20 16:09:39,-37.5555329,175.4591208,359,1.824190503
004-0007-00034,16/10/20 16:09:38,-37.5555493,175.4591207,4,0.862749988
004-0007-00034,16/10/20 16:09:36,-37.5555648,175.4591199,1,1.757629755
004-0007-00034,16/10/20 16:09:35,-37.5555806,175.4591196,0,1.256927938
004-0007-00034,16/10/20 16:09:34,-37.5555919,175.4591197,1,0.850953753
004-0007-00034,16/10/20 16:09:32,-37.5556072,175.4591195,1,1.146512368
004-0007-00034,16/10/20 16:09:31,-37.5556175,175.459119,358,1.715199653
004-0007-00034,16/10/20 16:09:30,-37.5556329,175.45912,357,1.124283122
004-0007-00034,16/10/20 16:09:29,-37.555643,175.4591205,9,1.141880482
004-0007-00034,16/10/20 16:09:26,-37.5556737,175.4591174,358,1.913659319
004-0007-00034,16/10/20 16:09:25,-37.5556909,175.4591179,358,1.739556009
004-0007-00034,16/10/20 16:09:24,-37.5557065,175.4591193,352,0.602214478
004-0007-00034,16/10/20 16:09:22,-37.5557172,175.4591214,352,1.646506539
004-0007-00034,16/10/20 16:09:21,-37.5557319,175.4591236,1,0.84535819
004-0007-00034,16/10/20 16:09:19,-37.5557471,175.4591237,358,1.258406547
004-0007-00034,16/10/20 16:09:18,-37.5557584,175.4591244,359,1.668656467
004-0007-00034,16/10/20 16:09:17,-37.5557734,175.4591247,7,1.085224574
004-0007-00034,16/10/20 16:09:16,-37.555783,175.4591225,359,1.635078549
004-0007-00034,16/10/20 16:09:15,-37.5557977,175.4591225,356,0.802063269
004-0007-00034,16/10/20 16:09:13,-37.5558121,175.4591235,2,0.801157087
004-0007-00034,16/10/20 16:09:11,-37.5558265,175.459123,2,1.038175874
004-0007-00034,16/10/20 16:09:10,-37.5558358,175.459122,357,1.134851582
004-0007-00034,16/10/20 16:09:09,-37.555846,175.4591223,2,1.624170257
004-0007-00034,16/10/20 16:09:08,-37.5558606,175.459122,0,0.778658588
004-0007-00034,16/10/20 16:09:06,-37.5558746,175.4591218,1,1.572509782
004-0007-00034,16/10/20 16:09:05,-37.5558887,175.4591205,0,0.792865216
004-0007-00034,16/10/20 16:09:03,-37.5559029,175.4591189,2,1.621480889
004-0007-00034,16/10/20 16:09:02,-37.5559174,175.459117,359,1.090940527
004-0007-00034,16/10/20 16:09:01,-37.5559272,175.4591165,357,0.782321996
004-0007-00034,16/10/20 16:08:58,-37.5559483,175.4591164,2,1.546119739
004-0007-00034,16/10/20 16:08:57,-37.5559622,175.4591165,358,0.790516329
004-0007-00034,16/10/20 16:08:55,-37.5559764,175.4591173,354,1.779125107
004-0007-00034,16/10/20 16:08:54,-37.5559923,175.4591195,354,1.122319068
004-0007-00034,16/10/20 16:08:53,-37.5560023,175.4591212,357,0.812562049
004-0007-00034,16/10/20 16:08:51,-37.5560169,175.4591219,8,1.451685275
004-0007-00034,16/10/20 16:08:49,-37.5560428,175.4591178,1,1.027026318
004-0007-00034,16/10/20 16:08:46,-37.5560705,175.4591177,3,1.704568748
004-0007-00034,16/10/20 16:08:45,-37.5560858,175.4591166,1,0.934838397
004-0007-00034,16/10/20 16:08:43,-37.5561026,175.4591159,4,1.592558277
004-0007-00034,16/10/20 16:08:42,-37.5561169,175.459115,6,1.024676469
004-0007-00034,16/10/20 16:08:41,-37.5561261,175.4591144,15,0.734489092
004-0007-00034,16/10/20 16:08:39,-37.5561387,175.4591094,20,1.076587237
004-0007-00034,16/10/20 16:08:38,-37.5561477,175.4591049,12,1.641865273
004-0007-00034,16/10/20 16:08:37,-37.5561621,175.4591008,4,1.20778729
004-0007-00034,16/10/20 16:08:34,-37.5561946,175.459098,5,1.37290417
004-0007-00034,16/10/20 16:08:33,-37.5562069,175.4590967,4,1.848113977
004-0007-00034,16/10/20 16:08:32,-37.5562235,175.4590958,1,1.024459045
004-0007-00034,16/10/20 16:08:30,-37.5562419,175.4590947,356,1.213969915
004-0007-00034,16/10/20 16:08:29,-37.5562528,175.4590954,356,1.903027933
004-0007-00034,16/10/20 16:08:28,-37.5562699,175.4590961,4,0.912180197
004-0007-00034,16/10/20 16:08:26,-37.5562863,175.4590964,340,0.918095548
004-0007-00034,16/10/20 16:08:25,-37.5562935,175.4591015,2,1.780743673
004-0007-00034,16/10/20 16:08:24,-37.5563095,175.4591008,1,0.962299106
004-0007-00034,16/10/20 16:08:22,-37.5563268,175.4591004,3,1.780104626
004-0007-00034,16/10/20 16:08:21,-37.5563427,175.4590981,1,0.946927573
004-0007-00034,16/10/20 16:08:19,-37.5563597,175.4590969,8,0.867268942
004-0007-00034,16/10/20 16:08:17,-37.5563751,175.4590938,21,1.018992861
004-0007-00034,16/10/20 16:08:16,-37.5563834,175.4590889,19,1.544447251
004-0007-00034,16/10/20 16:08:15,-37.5563962,175.4590821,9,0.978392212
004-0007-00034,16/10/20 16:08:12,-37.5564222,175.4590764,2,1.260621141
004-0007-00034,16/10/20 16:08:11,-37.5564335,175.4590753,5,1.126864514
004-0007-00034,16/10/20 16:08:10,-37.5564436,175.4590743,5,1.036142413
004-0007-00034,16/10/20 16:08:06,-37.5564808,175.4590716,359,1.735274703
004-0007-00034,16/10/20 16:08:05,-37.5564964,175.4590718,0,1.090087905
004-0007-00034,16/10/20 16:08:04,-37.5565062,175.4590717,357,1.213203762
004-0007-00034,16/10/20 16:08:03,-37.5565171,175.4590722,5,1.801240373
004-0007-00034,16/10/20 16:08:02,-37.5565332,175.45907,1,1.220614232
004-0007-00043,16/10/20 15:53:22,-37.5534546,175.4591705,341,0.523037006
004-0007-00043,16/10/20 15:53:20,-37.5534637,175.4591735,332,0.937323727
004-0007-00043,16/10/20 15:53:19,-37.5534713,175.4591781,321,1.776413905
004-0007-00043,16/10/20 15:53:18,-37.5534839,175.4591905,335,0.566833569
004-0007-00043,16/10/20 15:53:16,-37.553493,175.4591963,345,1.177537132
004-0007-00043,16/10/20 15:53:15,-37.5535136,175.4591988,2,1.136216386
004-0007-00043,16/10/20 15:53:14,-37.5535238,175.4591981,1,0.601221358
004-0007-00043,16/10/20 15:53:12,-37.5535346,175.4591975,4,1.129234654
004-0007-00043,16/10/20 15:53:11,-37.5535539,175.4591944,5,0.498268895
004-0007-00043,16/10/20 15:53:09,-37.5535628,175.4591931,1,0.912764034
004-0007-00043,16/10/20 15:53:08,-37.553571,175.4591927,3,0.812407108
004-0007-00043,16/10/20 15:53:07,-37.5535783,175.4591924,6,0.722459571
004-0007-00043,16/10/20 15:53:06,-37.5535847,175.459191,19,0.355719394
004-0007-00043,16/10/20 15:53:05,-37.5535877,175.4591896,331,0.020824789
004-0007-00043,16/10/20 15:53:04,-37.5535878,175.4591894,331,0.058334982
004-0007-00043,16/10/20 15:53:03,-37.5535883,175.4591892,331,0.055232972
004-0007-00043,16/10/20 15:53:02,-37.5535886,175.4591887,331,0.014184799
004-0007-00043,16/10/20 15:53:01,-37.5535885,175.4591888,331,0.042554398
004-0007-00043,16/10/20 15:53:00,-37.5535888,175.4591885,331,0.008802714
004-0007-00043,16/10/20 15:52:59,-37.5535888,175.4591884,331,0.0141848
004-0007-00043,16/10/20 15:52:58,-37.5535889,175.4591883,331,0.014184799
004-0007-00043,16/10/20 15:52:57,-37.553589,175.4591882,331,0.020824791
004-0007-00043,16/10/20 15:52:56,-37.5535889,175.4591884,331,0.014184801
004-0007-00043,16/10/20 15:52:55,-37.553589,175.4591883,331,0.014327515
004-0007-00043,16/10/20 15:52:53,-37.5535889,175.4591886,331,0.026408143
004-0007-00043,16/10/20 15:52:52,-37.5535889,175.4591889,331,0.045354382
004-0007-00043,16/10/20 15:52:51,-37.5535893,175.459189,331,0.008802714
004-0007-00043,16/10/20 15:52:50,-37.5535893,175.4591891,331,0.056739198
004-0007-00043,16/10/20 15:52:49,-37.5535889,175.4591895,331,0.022245967
004-0007-00043,16/10/20 15:52:48,-37.5535891,175.4591895,331,0.026408143
004-0007-00043,16/10/20 15:52:47,-37.5535891,175.4591892,331,0.041649579
004-0007-00043,16/10/20 15:52:46,-37.5535893,175.4591888,331,0.008802714
004-0007-00043,16/10/20 15:52:45,-37.5535893,175.4591887,331,0.023924272
004-0007-00043,16/10/20 15:52:44,-37.5535891,175.4591888,331,0.020824791
004-0007-00043,16/10/20 15:52:43,-37.553589,175.459189,331,0.011122983
004-0007-00043,16/10/20 15:52:42,-37.5535889,175.459189,331,0.048510733
004-0007-00043,16/10/20 15:52:41,-37.5535886,175.4591886,331,0.031237184
004-0007-00043,16/10/20 15:52:39,-37.5535888,175.4591876,331,0.507581214
004-0007-00043,16/10/20 15:52:38,-37.5535923,175.4591913,352,0.769955472
004-0007-00043,16/10/20 15:52:37,-37.5535992,175.459192,352,0.712741207
004-0007-00043,16/10/20 15:52:35,-37.553612,175.4591928,359,1.134578448
004-0007-00043,16/10/20 15:52:34,-37.5536222,175.4591927,359,1.602580168
004-0007-00043,16/10/20 15:52:33,-37.5536366,175.4591933,355,0.775861374
004-0007-00043,16/10/20 15:52:31,-37.5536505,175.4591948,3,0.969659379
004-0007-00043,16/10/20 15:52:30,-37.5536592,175.4591941,4,1.549698997
004-0007-00043,16/10/20 15:52:29,-37.5536731,175.4591929,3,0.54091707
004-0007-00043,16/10/20 15:52:27,-37.5536914,175.4591921,359,0.495051026
004-0007-00043,16/10/20 15:52:25,-37.5537003,175.4591923,1,0.967859684
004-0007-00043,16/10/20 15:52:24,-37.553709,175.4591921,359,0.989984652
004-0007-00043,16/10/20 15:52:23,-37.5537179,175.459192,359,1.034474903
004-0007-00043,16/10/20 15:52:22,-37.5537272,175.4591919,0,1.057013353
004-0007-00043,16/10/20 15:52:21,-37.5537367,175.4591916,1,1.069111807
004-0007-00043,16/10/20 15:52:20,-37.5537463,175.459191,358,1.46889335
004-0007-00043,16/10/20 15:52:19,-37.5537595,175.4591915,359,0.53975189
004-0007-00043,16/10/20 15:52:17,-37.5537692,175.4591911,356,1.103424824
004-0007-00043,16/10/20 15:52:16,-37.5537884,175.4591931,1,1.123559256
004-0007-00043,16/10/20 15:52:15,-37.5537985,175.4591929,0,1.657908843
004-0007-00043,16/10/20 15:52:14,-37.5538134,175.4591924,3,1.171225891
004-0007-00043,16/10/20 15:52:13,-37.5538239,175.4591914,0,0.862031207
004-0007-00043,16/10/20 15:52:11,-37.5538394,175.4591914,359,1.079073011
004-0007-00043,16/10/20 15:52:10,-37.5538491,175.4591912,353,1.131154312
